iucn_sid,iucn_rgn,pop_trend,trend_score,trend_source
5675,global,unknown,-0.01818,lm
6069,global,NA,NA,NA
6202,global,NA,NA,NA
6203,global,NA,NA,NA
6204,global,unknown,0.02105,lm
6229,global,decreasing,0.0026,lm
6335,global,unknown,-0.01745,lm
6336,global,unknown,0,lm
6337,global,unknown,NA,NA
6494,global,decreasing,-0.01189,lm
6814,global,decreasing,0.0035,regr
6909,global,decreasing,0,lm
7011,global,NA,NA,NA
7035,global,NA,NA,NA
7134,global,unknown,NA,NA
7135,global,stable,-0.0105,lm
7750,global,decreasing,0.02439,lm
7778,global,stable,0,regr
7854,global,decreasing,0,lm
7855,global,unknown,NA,NA
7858,global,decreasing,0,lm
7859,global,decreasing,0.00645,lm
7860,global,unknown,-0.02802,lm
7861,global,decreasing,0,lm
7862,global,decreasing,0.00976,lm
8005,global,decreasing,0.0093,lm
8010,global,unknown,0,lm
8012,global,unknown,0,lm
8013,global,unknown,0,lm
8097,global,stable,-0.01868,lm
8099,global,increasing,-0.00212,lm
8153,global,unknown,-0.0196,lm
8239,global,increasing,-0.01261,lm
8261,global,NA,NA,NA
8262,global,NA,NA,NA
8407,global,unknown,NA,NA
8408,global,unknown,NA,NA
8409,global,decreasing,0.0035,regr
8551,global,unknown,NA,NA
8784,global,NA,NA,NA
8806,global,NA,NA,NA
8817,global,decreasing,0,lm
8951,global,stable,0,lm
9175,global,NA,NA,NA
9176,global,NA,NA,NA
9177,global,NA,NA,NA
9249,global,unknown,-0.01818,lm
9250,global,unknown,0,lm
9266,global,stable,-0.01025,lm
9281,global,decreasing,0,lm
9461,global,unknown,0,lm
9463,global,NA,NA,NA
9660,global,increasing,0,lm
10016,global,NA,NA,NA
10017,global,NA,NA,NA
10018,global,NA,NA,NA
10019,global,NA,NA,NA
10020,global,NA,NA,NA
10021,global,NA,NA,NA
10030,global,unknown,-0.01278,lm
10056,global,decreasing,0.00853,lm
10057,global,unknown,-0.01905,lm
10060,global,unknown,NA,NA
10063,global,unknown,NA,NA
10064,global,unknown,NA,NA
10065,global,unknown,NA,NA
10066,global,decreasing,-0,lm
10069,global,unknown,NA,NA
10070,global,decreasing,0,lm
10072,global,decreasing,0,lm
10074,global,unknown,-0.01905,lm
10075,global,decreasing,-0,lm
10077,global,unknown,NA,NA
10082,global,decreasing,-0.00952,lm
10083,global,unknown,-0.02041,lm
10087,global,decreasing,-0,lm
10088,global,decreasing,0.00952,lm
10089,global,stable,-0.01905,lm
10097,global,NA,NA,NA
10105,global,NA,NA,NA
10106,global,NA,NA,NA
10268,global,decreasing,0.01316,lm
10269,global,decreasing,0.01429,lm
10273,global,NA,NA,NA
10303,global,NA,NA,NA
10340,global,unknown,0,lm
10707,global,unknown,NA,NA
10708,global,unknown,-0.03333,lm
10724,global,unknown,-0.02105,lm
10939,global,unknown,NA,NA
11030,global,unknown,0,lm
11047,global,unknown,NA,NA
11048,global,unknown,NA,NA
11060,global,stable,0,lm
11130,global,decreasing,0,lm
11140,global,unknown,0,lm
11141,global,unknown,0,lm
11142,global,unknown,0,lm
11143,global,unknown,NA,NA
11144,global,unknown,0,lm
11145,global,unknown,0,lm
11146,global,unknown,NA,NA
11150,global,decreasing,0.0035,regr
11191,global,NA,NA,NA
11200,global,decreasing,0.00263,lm
11368,global,NA,NA,NA
11375,global,unknown,0.06429,lm
11501,global,NA,NA,NA
11533,global,NA,NA,NA
11534,global,decreasing,-0.01512,lm
11696,global,unknown,0,lm
11987,global,decreasing,0.01,lm
12103,global,NA,NA,NA
12125,global,unknown,0,lm
12126,global,unknown,NA,NA
12137,global,decreasing,0.01111,lm
12242,global,NA,NA,NA
12244,global,NA,NA,NA
12246,global,unknown,0,lm
12302,global,stable,0,lm
12303,global,decreasing,0.00572,lm
12305,global,decreasing,0.01015,lm
12382,global,NA,NA,NA
12404,global,NA,NA,NA
12416,global,decreasing,-0.01,lm
12417,global,decreasing,0,lm
12419,global,decreasing,0.0037200000000000002,lm
12421,global,decreasing,0.01119,lm
12427,global,decreasing,0,lm
12695,global,decreasing,0.0087,lm
12807,global,NA,NA,NA
12808,global,NA,NA,NA
12809,global,NA,NA,NA
12810,global,NA,NA,NA
13006,global,increasing,-0.01915,lm
13045,global,NA,NA,NA
13145,global,decreasing,0.01414,lm
13232,global,unknown,NA,NA
13238,global,NA,NA,NA
13241,global,unknown,NA,NA
13242,global,unknown,NA,NA
13243,global,unknown,NA,NA
13244,global,unknown,NA,NA
13245,global,unknown,NA,NA
13246,global,unknown,NA,NA
13247,global,unknown,NA,NA
13248,global,unknown,NA,NA
13249,global,unknown,NA,NA
13250,global,unknown,NA,NA
13251,global,unknown,NA,NA
13252,global,unknown,NA,NA
13581,global,increasing,0,lm
13583,global,stable,0,lm
13653,global,increasing,7.5e-4,lm
13654,global,decreasing,0.00318,lm
13655,global,NA,NA,NA
13704,global,unknown,-0.02295,lm
13852,global,NA,NA,NA
13932,global,NA,NA,NA
13933,global,NA,NA,NA
13934,global,NA,NA,NA
14048,global,unknown,NA,NA
14049,global,decreasing,0.00927,lm
14050,global,decreasing,-0.0011,lm
14051,global,decreasing,0,lm
14052,global,unknown,-0.01667,lm
14053,global,decreasing,-0.01771,lm
14054,global,unknown,0,lm
14214,global,stable,-0.01098,lm
14264,global,decreasing,-0.03061,lm
14363,global,NA,NA,NA
14500,global,NA,NA,NA
14549,global,decreasing,0.01456,lm
14561,global,NA,NA,NA
14562,global,NA,NA,NA
14831,global,NA,NA,NA
15106,global,unknown,0.02,lm
15108,global,unknown,0.01,lm
15184,global,unknown,NA,NA
15239,global,unknown,-0.01429,lm
15269,global,unknown,0,lm
15270,global,NA,NA,NA
15271,global,NA,NA,NA
15273,global,NA,NA,NA
15274,global,NA,NA,NA
15275,global,NA,NA,NA
15276,global,NA,NA,NA
15278,global,NA,NA,NA
15279,global,NA,NA,NA
15280,global,NA,NA,NA
15281,global,NA,NA,NA
15283,global,NA,NA,NA
15284,global,NA,NA,NA
15285,global,NA,NA,NA
15286,global,NA,NA,NA
15287,global,NA,NA,NA
15288,global,NA,NA,NA
15289,global,NA,NA,NA
15290,global,NA,NA,NA
15291,global,NA,NA,NA
15292,global,NA,NA,NA
15293,global,NA,NA,NA
15295,global,NA,NA,NA
15296,global,NA,NA,NA
15297,global,NA,NA,NA
15298,global,NA,NA,NA
15419,global,decreasing,0.02222,lm
15421,global,unknown,NA,NA
15873,global,unknown,-0.03333,lm
15939,global,NA,NA,NA
16011,global,NA,NA,NA
16012,global,unknown,-0.00952,lm
16083,global,NA,NA,NA
16084,global,NA,NA,NA
16185,global,NA,NA,NA
16238,global,decreasing,-0.00263,lm
16474,global,unknown,NA,NA
16475,global,decreasing,0.0035,regr
16476,global,unknown,NA,NA
16477,global,decreasing,0.0035,regr
16478,global,decreasing,0.0035,regr
16564,global,unknown,0,lm
16781,global,stable,0,lm
16869,global,unknown,NA,NA
17013,global,unknown,0,lm
17014,global,unknown,-0.2,lm
17020,global,unknown,0,lm
17021,global,unknown,0,lm
17022,global,increasing,0,lm
17023,global,unknown,0,lm
17026,global,decreasing,0.00787,lm
17027,global,unknown,-0.03333,lm
17028,global,decreasing,0.00582,lm
17029,global,unknown,NA,NA
17030,global,decreasing,0.01667,lm
17031,global,decreasing,0.03333,lm
17032,global,unknown,-0.01931,lm
17096,global,decreasing,-0.01818,lm
17177,global,decreasing,-0.01818,lm
17245,global,unknown,NA,NA
17595,global,NA,NA,NA
17604,global,NA,NA,NA
17710,global,NA,NA,NA
17974,global,NA,NA,NA
17977,global,unknown,-0.02105,lm
17978,global,decreasing,-0,lm
18145,global,unknown,-0.01429,lm
18175,global,decreasing,0.01396,lm
18374,global,unknown,-0.02105,lm
18376,global,unknown,0,lm
18383,global,decreasing,-0.01407,lm
18428,global,unknown,0.01579,lm
18510,global,NA,NA,NA
18596,global,unknown,0.00909,lm
18878,global,stable,0,lm
19037,global,NA,NA,NA
19038,global,NA,NA,NA
19301,global,NA,NA,NA
19302,global,NA,NA,NA
19387,global,unknown,-0.02224,lm
19388,global,stable,-0.0125,lm
19488,global,decreasing,0.01343,lm
19735,global,unknown,-0.01813,lm
19798,global,unknown,NA,NA
19855,global,NA,NA,NA
19875,global,NA,NA,NA
19896,global,unknown,0,lm
19897,global,unknown,0,lm
19898,global,unknown,0.01053,lm
19899,global,unknown,0.01053,lm
19938,global,NA,NA,NA
19939,global,NA,NA,NA
19950,global,decreasing,-0.0125,lm
20047,global,decreasing,-0.01333,lm
20084,global,NA,NA,NA
20085,global,NA,NA,NA
20200,global,NA,NA,NA
20268,global,NA,NA,NA
20314,global,decreasing,0.0035,regr
20315,global,decreasing,0.0035,regr
20316,global,unknown,NA,NA
20317,global,unknown,-0.01905,lm
20318,global,unknown,NA,NA
20425,global,decreasing,0.0459,lm
20724,global,unknown,-0.02105,lm
20729,global,unknown,-0.01931,lm
20730,global,unknown,NA,NA
20731,global,unknown,-0.01763,lm
20732,global,unknown,NA,NA
20733,global,unknown,-0.01818,lm
20738,global,unknown,0,lm
20795,global,unknown,0,lm
20861,global,NA,NA,NA
21257,global,unknown,0,lm
21308,global,NA,NA,NA
21309,global,decreasing,0.0035,regr
21326,global,NA,NA,NA
21341,global,decreasing,0.0035,regr
21342,global,unknown,NA,NA
21343,global,decreasing,0.0035,regr
21500,global,unknown,NA,NA
21560,global,NA,NA,NA
21561,global,NA,NA,NA
21628,global,unknown,NA,NA
21681,global,NA,NA,NA
21682,global,NA,NA,NA
21689,global,unknown,NA,NA
21855,global,NA,NA,NA
21856,global,decreasing,0.0035,regr
21857,global,decreasing,0.01333,lm
21858,global,decreasing,0,lm
21859,global,decreasing,0,lm
21860,global,decreasing,0.0035,regr
21994,global,unknown,NA,NA
22003,global,decreasing,0.00789,lm
22103,global,decreasing,0,lm
22104,global,unknown,0,lm
22105,global,decreasing,0.01729,lm
22106,global,stable,0.01729,lm
22135,global,NA,NA,NA
22136,global,NA,NA,NA
22137,global,NA,NA,NA
22138,global,NA,NA,NA
22139,global,NA,NA,NA
22140,global,NA,NA,NA
22141,global,NA,NA,NA
22563,global,unknown,0,lm
22594,global,NA,NA,NA
22823,global,unknown,0,lm
23045,global,NA,NA,NA
23090,global,NA,NA,NA
23148,global,decreasing,0.0035,regr
23149,global,NA,NA,NA
23163,global,NA,NA,NA
23211,global,unknown,NA,NA
23259,global,stable,0,regr
29609,global,NA,NA,NA
31382,global,decreasing,0,lm
33705,global,decreasing,0,lm
34364,global,decreasing,0.0035,regr
39302,global,NA,NA,NA
39303,global,decreasing,-0.01667,lm
39304,global,NA,NA,NA
39324,global,unknown,NA,NA
39327,global,stable,-0.00876,lm
39328,global,decreasing,-0,lm
39329,global,decreasing,0.01538,lm
39331,global,decreasing,0.01119,lm
39332,global,decreasing,0.01802,lm
39333,global,unknown,NA,NA
39334,global,stable,0,lm
39335,global,decreasing,-0,lm
39336,global,unknown,NA,NA
39337,global,increasing,-0.0107,lm
39338,global,unknown,0,lm
39339,global,decreasing,0.0035,regr
39340,global,decreasing,0,lm
39341,global,decreasing,0.02103,lm
39342,global,stable,0,regr
39343,global,decreasing,0.06667,lm
39344,global,decreasing,0.03333,lm
39345,global,unknown,0,lm
39346,global,unknown,0.02222,lm
39347,global,unknown,NA,NA
39348,global,unknown,0,lm
39349,global,unknown,0,lm
39350,global,unknown,0,lm
39351,global,increasing,-0.01751,lm
39352,global,decreasing,0,lm
39353,global,unknown,0,lm
39354,global,stable,-0.01343,lm
39355,global,stable,-0.01751,lm
39356,global,stable,-0.01505,lm
39357,global,unknown,0,lm
39358,global,decreasing,0.04444,lm
39359,global,unknown,0,lm
39360,global,unknown,0,lm
39361,global,decreasing,0.02222,lm
39362,global,unknown,0,lm
39363,global,unknown,-0.02807,lm
39365,global,unknown,0,lm
39366,global,unknown,NA,NA
39367,global,unknown,0,lm
39368,global,unknown,0,lm
39369,global,unknown,0.13333,lm
39370,global,decreasing,0.01838,lm
39371,global,decreasing,0.01152,lm
39372,global,unknown,0,lm
39373,global,unknown,NA,NA
39374,global,decreasing,0.01228,lm
39375,global,decreasing,0,lm
39376,global,decreasing,0.0035,regr
39378,global,decreasing,-0,lm
39379,global,decreasing,0,lm
39380,global,unknown,-0,lm
39381,global,unknown,0,lm
39382,global,unknown,0,lm
39383,global,unknown,0,lm
39384,global,unknown,0,lm
39385,global,unknown,0.04444,lm
39386,global,decreasing,0.0035,regr
39387,global,stable,0,lm
39388,global,decreasing,0.02222,lm
39389,global,decreasing,-7.9e-4,lm
39390,global,decreasing,-7.9e-4,lm
39393,global,decreasing,0.01496,lm
39394,global,decreasing,0.0035,regr
39396,global,unknown,0,lm
39397,global,decreasing,0.03333,lm
39399,global,decreasing,-0,lm
39400,global,decreasing,0,lm
39412,global,unknown,0,lm
39413,global,decreasing,-0,lm
39415,global,decreasing,0.0035,regr
39416,global,unknown,0,lm
39418,global,decreasing,0.01228,lm
39427,global,decreasing,0,lm
39465,global,decreasing,0.0035,regr
39541,global,unknown,NA,NA
39543,global,unknown,0,lm
39544,global,unknown,NA,NA
39545,global,decreasing,0,lm
39771,global,stable,0.06667,lm
39773,global,stable,0,lm
39774,global,decreasing,0,lm
40635,global,unknown,NA,NA
40710,global,unknown,-0.01333,lm
40711,global,stable,-0.02105,lm
40715,global,unknown,NA,NA
40773,global,unknown,NA,NA
40784,global,NA,NA,NA
40797,global,unknown,0,lm
40802,global,decreasing,0,lm
41005,global,decreasing,0,lm
41006,global,unknown,NA,NA
41007,global,decreasing,0,lm
41008,global,decreasing,0,lm
41009,global,unknown,NA,NA
41010,global,decreasing,0,lm
41030,global,decreasing,-0.00556,lm
41064,global,decreasing,-0,lm
41664,global,increasing,0,lm
41665,global,stable,0,lm
41666,global,increasing,0,lm
41667,global,NA,NA,NA
41668,global,decreasing,0.01119,lm
41670,global,unknown,0,lm
41671,global,increasing,0,lm
41672,global,unknown,0,lm
41673,global,increasing,-0.01985,lm
41677,global,unknown,0,lm
41711,global,unknown,-0,lm
41712,global,decreasing,-0,lm
41713,global,increasing,0.00934,lm
41714,global,unknown,NA,NA
41715,global,unknown,NA,NA
41716,global,unknown,NA,NA
41718,global,unknown,-0.01667,lm
41719,global,unknown,0,lm
41720,global,stable,0,regr
41721,global,unknown,NA,NA
41722,global,unknown,0,lm
41723,global,unknown,0,lm
41724,global,unknown,0,lm
41725,global,unknown,0,lm
41726,global,unknown,0,lm
41727,global,unknown,0,lm
41728,global,unknown,0,lm
41729,global,unknown,0,lm
41730,global,unknown,NA,NA
41731,global,unknown,0,lm
41732,global,unknown,0,lm
41733,global,unknown,NA,NA
41735,global,unknown,0,lm
41736,global,unknown,NA,NA
41737,global,unknown,NA,NA
41738,global,unknown,NA,NA
41739,global,stable,0,lm
41740,global,decreasing,-0.02,lm
41741,global,unknown,NA,NA
41742,global,decreasing,0.0035,regr
41743,global,stable,0,lm
41745,global,unknown,NA,NA
41746,global,unknown,NA,NA
41747,global,unknown,NA,NA
41749,global,unknown,0.02667,lm
41752,global,stable,0,lm
41753,global,stable,0,lm
41754,global,decreasing,0.03548,lm
41755,global,unknown,0,lm
41759,global,unknown,NA,NA
41760,global,unknown,NA,NA
41761,global,decreasing,0,lm
41762,global,decreasing,0.0035,regr
41791,global,unknown,NA,NA
41792,global,unknown,NA,NA
41793,global,unknown,NA,NA
41794,global,unknown,-0.01538,lm
41795,global,unknown,NA,NA
41796,global,stable,0,lm
41797,global,decreasing,0,lm
41798,global,unknown,NA,NA
41799,global,stable,-0.01333,lm
41800,global,stable,0,lm
41801,global,unknown,NA,NA
41802,global,unknown,NA,NA
41804,global,unknown,0,lm
41805,global,unknown,0,lm
41806,global,unknown,0,lm
41807,global,unknown,0,lm
41808,global,unknown,0,lm
41809,global,unknown,0,lm
41810,global,decreasing,0.03077,lm
41811,global,unknown,0,lm
41812,global,unknown,NA,NA
41813,global,unknown,NA,NA
41814,global,unknown,0,lm
41816,global,decreasing,0.06667,lm
41818,global,stable,0,lm
41819,global,unknown,NA,NA
41820,global,unknown,0,lm
41821,global,unknown,NA,NA
41822,global,unknown,0,lm
41823,global,unknown,NA,NA
41824,global,unknown,0,lm
41825,global,unknown,NA,NA
41826,global,stable,0,lm
41827,global,stable,0,lm
41828,global,unknown,0,lm
41829,global,unknown,0,lm
41830,global,unknown,0,lm
41831,global,unknown,NA,NA
41832,global,unknown,NA,NA
41833,global,unknown,0,lm
41835,global,decreasing,0.0035,regr
41836,global,decreasing,0.0035,regr
41837,global,unknown,-0.01667,lm
41838,global,unknown,-0.01667,lm
41839,global,unknown,0,lm
41840,global,unknown,NA,NA
41841,global,unknown,0,lm
41842,global,unknown,0,lm
41843,global,unknown,NA,NA
41844,global,unknown,0,lm
41845,global,unknown,NA,NA
41846,global,stable,0,lm
41848,global,decreasing,0,lm
41849,global,decreasing,0,lm
41850,global,unknown,NA,NA
41851,global,unknown,NA,NA
41852,global,unknown,0,lm
41853,global,decreasing,0.0035,regr
41854,global,decreasing,0,lm
41855,global,unknown,NA,NA
41856,global,unknown,NA,NA
41857,global,unknown,NA,NA
41858,global,unknown,0,lm
41859,global,unknown,NA,NA
41860,global,unknown,NA,NA
41861,global,unknown,0,lm
41862,global,stable,0,lm
41863,global,stable,0,lm
41864,global,unknown,0,lm
41866,global,unknown,NA,NA
41870,global,unknown,NA,NA
41871,global,decreasing,0.0035,regr
41872,global,decreasing,0,lm
41873,global,unknown,-0.01667,lm
41874,global,decreasing,0,lm
41875,global,unknown,0,lm
41876,global,decreasing,0,lm
41877,global,unknown,NA,NA
41878,global,decreasing,0.01538,lm
41880,global,decreasing,0.0035,regr
42700,global,unknown,NA,NA
42701,global,unknown,NA,NA
42703,global,unknown,NA,NA
42704,global,unknown,0,lm
42706,global,decreasing,0.0375,lm
42707,global,decreasing,0,lm
42709,global,unknown,NA,NA
42710,global,unknown,NA,NA
42711,global,unknown,NA,NA
42712,global,decreasing,0.0035,regr
42713,global,unknown,0,lm
42716,global,stable,0,lm
42717,global,unknown,0,lm
42718,global,unknown,NA,NA
42720,global,unknown,0,lm
42721,global,unknown,0,lm
42722,global,unknown,NA,NA
42723,global,unknown,NA,NA
42725,global,unknown,NA,NA
42726,global,decreasing,0.0035,regr
42727,global,decreasing,0,lm
42728,global,unknown,NA,NA
42729,global,decreasing,0,lm
42730,global,decreasing,0,lm
42833,global,unknown,NA,NA
42834,global,decreasing,0.0035,regr
42838,global,unknown,NA,NA
43972,global,unknown,NA,NA
43973,global,decreasing,0.0035,regr
43974,global,decreasing,0,lm
43993,global,NA,NA,NA
44070,global,decreasing,0.0035,regr
44071,global,stable,0,regr
44166,global,decreasing,0.01283,lm
44167,global,NA,NA,NA
44168,global,decreasing,0.06667,lm
44169,global,decreasing,0.06667,lm
44170,global,unknown,NA,NA
44171,global,unknown,NA,NA
44173,global,unknown,NA,NA
44174,global,stable,0,regr
44175,global,stable,0,regr
44176,global,unknown,NA,NA
44177,global,decreasing,0.0035,regr
44178,global,unknown,NA,NA
44179,global,stable,0,regr
44183,global,stable,-0.01343,lm
44186,global,unknown,0,lm
44187,global,decreasing,0.0035,regr
44205,global,unknown,NA,NA
44206,global,unknown,NA,NA
44207,global,unknown,NA,NA
44209,global,unknown,NA,NA
44210,global,unknown,NA,NA
44211,global,unknown,NA,NA
44212,global,unknown,NA,NA
44213,global,unknown,NA,NA
44214,global,unknown,NA,NA
44215,global,unknown,NA,NA
44216,global,unknown,NA,NA
44217,global,unknown,NA,NA
44218,global,unknown,NA,NA
44219,global,unknown,NA,NA
44220,global,unknown,NA,NA
44221,global,unknown,NA,NA
44222,global,unknown,NA,NA
44223,global,unknown,NA,NA
44224,global,unknown,NA,NA
44225,global,unknown,NA,NA
44226,global,unknown,NA,NA
44227,global,unknown,NA,NA
44228,global,unknown,NA,NA
44229,global,unknown,NA,NA
44478,global,unknown,0,lm
44479,global,unknown,-0.01667,lm
44496,global,unknown,NA,NA
44514,global,unknown,NA,NA
44515,global,unknown,NA,NA
44563,global,unknown,NA,NA
44564,global,unknown,NA,NA
44565,global,unknown,0,lm
44566,global,unknown,NA,NA
44567,global,unknown,NA,NA
44568,global,unknown,NA,NA
44569,global,unknown,NA,NA
44570,global,unknown,NA,NA
44571,global,unknown,NA,NA
44572,global,unknown,NA,NA
44573,global,unknown,NA,NA
44574,global,unknown,NA,NA
44575,global,decreasing,0.0035,regr
44576,global,unknown,NA,NA
44577,global,unknown,NA,NA
44578,global,decreasing,0.0035,regr
44579,global,unknown,NA,NA
44580,global,unknown,NA,NA
44581,global,decreasing,0.0035,regr
44582,global,unknown,NA,NA
44583,global,unknown,NA,NA
44584,global,unknown,NA,NA
44585,global,unknown,NA,NA
44586,global,unknown,NA,NA
44587,global,unknown,NA,NA
44588,global,unknown,NA,NA
44589,global,unknown,NA,NA
44590,global,unknown,NA,NA
44591,global,unknown,NA,NA
44592,global,unknown,NA,NA
44595,global,decreasing,0.0035,regr
44596,global,unknown,NA,NA
44597,global,unknown,NA,NA
44598,global,unknown,NA,NA
44599,global,unknown,NA,NA
44600,global,unknown,NA,NA
44601,global,unknown,NA,NA
44602,global,unknown,NA,NA
44603,global,unknown,NA,NA
44604,global,unknown,NA,NA
44605,global,unknown,NA,NA
44606,global,stable,0,regr
44607,global,unknown,NA,NA
44608,global,unknown,NA,NA
44609,global,stable,0,regr
44610,global,unknown,NA,NA
44611,global,unknown,NA,NA
44612,global,unknown,NA,NA
44613,global,unknown,NA,NA
44614,global,unknown,NA,NA
44615,global,unknown,NA,NA
44617,global,unknown,NA,NA
44618,global,unknown,NA,NA
44619,global,unknown,NA,NA
44620,global,unknown,NA,NA
44621,global,unknown,NA,NA
44639,global,unknown,NA,NA
44640,global,unknown,NA,NA
44641,global,unknown,NA,NA
44642,global,decreasing,0.0035,regr
44643,global,unknown,NA,NA
44644,global,unknown,NA,NA
44645,global,unknown,NA,NA
44646,global,unknown,NA,NA
44647,global,unknown,NA,NA
44649,global,stable,0,regr
44650,global,stable,0,regr
44651,global,unknown,NA,NA
44652,global,unknown,NA,NA
44653,global,unknown,NA,NA
44654,global,unknown,NA,NA
44655,global,unknown,NA,NA
44656,global,decreasing,0.0035,regr
44657,global,unknown,NA,NA
44666,global,unknown,NA,NA
44668,global,unknown,NA,NA
44669,global,unknown,NA,NA
44670,global,unknown,NA,NA
44671,global,unknown,NA,NA
44672,global,unknown,NA,NA
44673,global,decreasing,0.01429,lm
44674,global,decreasing,-0.01429,lm
44675,global,unknown,-0.01429,lm
44676,global,unknown,0,lm
44677,global,decreasing,0,lm
44678,global,decreasing,0,lm
44679,global,unknown,NA,NA
44680,global,decreasing,0.0035,regr
44681,global,decreasing,0.01429,lm
44682,global,decreasing,0.0035,regr
44683,global,decreasing,0,lm
44684,global,decreasing,-0.01429,lm
44685,global,unknown,NA,NA
44686,global,unknown,-0.02,lm
44993,global,decreasing,0.0035,regr
44994,global,decreasing,0.0035,regr
44995,global,unknown,NA,NA
44996,global,decreasing,0.0035,regr
45925,global,unknown,NA,NA
46863,global,NA,NA,NA
46864,global,unknown,NA,NA
46865,global,decreasing,0.01333,lm
60080,global,stable,0,regr
60081,global,increasing,-0.01538,lm
60082,global,stable,0,lm
60083,global,stable,0,lm
60084,global,stable,0,lm
60085,global,decreasing,0.01538,lm
60086,global,unknown,NA,NA
60087,global,unknown,NA,NA
60088,global,decreasing,0,lm
60089,global,stable,0,lm
60090,global,stable,0,lm
60091,global,unknown,0,lm
60092,global,stable,0,lm
60093,global,stable,0,lm
60094,global,stable,0,lm
60095,global,decreasing,0.0035,regr
60096,global,unknown,NA,NA
60097,global,stable,0,lm
60098,global,stable,0,lm
60099,global,unknown,0,lm
60100,global,decreasing,0,lm
60101,global,unknown,0,lm
60102,global,stable,0,lm
60103,global,stable,0,lm
60104,global,decreasing,0,lm
60105,global,decreasing,0,lm
60106,global,stable,0,lm
60107,global,unknown,NA,NA
60108,global,stable,0,lm
60109,global,unknown,NA,NA
60110,global,unknown,NA,NA
60111,global,unknown,0,lm
60112,global,unknown,0,lm
60113,global,decreasing,0.0035,regr
60115,global,unknown,NA,NA
60116,global,unknown,NA,NA
60117,global,decreasing,0.0035,regr
60118,global,unknown,NA,NA
60119,global,decreasing,0.0035,regr
60120,global,decreasing,0.0035,regr
60121,global,decreasing,0,lm
60123,global,unknown,NA,NA
60124,global,decreasing,-0.04,lm
60125,global,unknown,NA,NA
60126,global,unknown,NA,NA
60127,global,unknown,NA,NA
60128,global,unknown,NA,NA
60129,global,unknown,NA,NA
60130,global,unknown,NA,NA
60131,global,decreasing,0.03636,lm
60132,global,unknown,NA,NA
