"rgn_name","rgn_id","commodity","product","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"Chile",224,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28358198553015,1.28391300854939,0,0,0,1.28523710062631,97.6821210215528,13.8593625681309,0,0,0,0,0,7,0,0,0,0
"Chile",224,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,810.905453471467,1868.17825695686,2925.45106044225,0,168,108,0,0,0,0,5,29,0,77,0,0,0.1,2,0,0.1,3,9,5
"Chile",224,"Natural sponges raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6,8,22,15,29,4,4,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chile",224,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0.1,0,0,0,0,0,0,37,0,0,0,0,0,0.1,0,0,0,91,6,0.1,0
"Chile",224,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,4.71616398936658,7.41996214222218,0,0,0,0,0,0,0,3,0,0,0,0.1,1400
"Chile",224,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,11,0,0.1,0,0,44,764,870,67,35,100,65,58,33,30,63,10,8,38,23,4,3,32,55,108,40,4,0.1,0,0,0,0,0,0,0
"Chile",224,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.916750752411,213.816521667031,276.716292581652,339.616063496273,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chile",224,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,5,0,0.1,2,8,6,10,15,11,6,22.9936138494891,1,6,3,8,1,6,10.2802543507363,8.174953145917,0,0,0,0.1
"Chile",224,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28358198553015,1.28391300854939,0,0,0,1.28523710062631,97.6821210215528,13.8593625681309,0,0,0,0,0,7,0,0,0,0
"Chile",224,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19,0.1,0,0,0,0,0,4.71616398936658,44.4199621422222,0,0,0,0,0,0.1,0,3,0,91,6,0.2,1400
"Chile",224,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,11,0,0.1,0,0,44,814.763057451495,926.015212156131,133.612294726232,104.321066940325,335.070683884307,341.660517177512,382.130727281561,431.287330359697,105.884968544262,139.432821800225,98.9039756791481,95.0901166224612,144.828077617223,143.962947862143,127.031093659443,157.000160816797,175.469893323132,212.327477507051,253.454827547916,184.989152442986,173.794755242212,188.561818346219,181.752426074654,160.643281807754,136.828208049039,127.833596171307,147.791473697205,156.944756432451,7
"Chile",224,"Z_TOTAL","shells",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,810.905453471467,1868.17825695686,2925.45106044225,0,168,108,0,0,0,0,5,29,0,77,0,0,0.1,2,0,0.1,3,9,5
"Chile",224,"Z_TOTAL","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6,8,22,15,29,4,4,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"China",209,"Agar agar nei","seaweeds",NA,179.250732627941,186.336805544538,171.788940334075,176.847717607048,187.307890965481,176.814617042264,168.816476218892,165.369117924214,158.845373932568,154.32057179932,153.084808752232,139.52932602466,133.586834630137,119.69110647986,107.184713805632,93.5299928297718,92.0957532861044,87.6418356159202,8,33,807,116.296601230529,343,21,57,30,9,0,11,61,7,18,0,0,0,56,11,2,0.1,0.1
"China",209,"Coral and the like","corals",5640,4411,4635,6977,8051,7562,6987,6598,7038,6898,6404,11343,0,0,0,0,763,8625,9940,8774,7365,6965,6452,7021,7264,5492,6309,4722,4223,4270,4004,4463,5402,5469,5585,5881,8290,8566,9320,8711,10001
"China",209,"Fish body oils, nei","fish_oil",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,0,0,0,0,0,0,0,3,2,0,0,0
"China",209,"Fish liver oils, nei","fish_oil",69721.1022572088,3643.95178055107,5817.65735938206,7812.81262806134,6504.78715893411,4973.57380211725,5004.6756591278,4678.67689583493,3995.57751223866,2107.26353511839,6691.39830099737,6454.67469278037,4387.81040550839,3615.43586683627,3691.17530138474,4838.21659684343,3351.6408175645,2534.62870135445,9975.56842966069,11122.6097251194,12358.9261756539,9577.86064777515,4163.17804515873,7006.4472870586,10206.8171492619,6756.18795831421,8037.14198638668,15299.5314045412,17562.5121384481,15674.1981613278,18534.2155377398,21331.6165795502,29071.7938982437,30672.4120883322,23184.6318561178,11805.7298740168,12785,10558,7539,6567,10552
"China",209,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,81,0,0,0,1,1,5,0,0.1,2,0,0,0.1,0,0,0,0,0,0,0,0,9,0,0
"China",209,"Natural sponges nei","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,15,2,0,0,0.1,0,0
"China",209,"Natural sponges raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,2,4,0,2,0,0,0.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,375,174,42,68
"China",209,"Ornamental fish nei","ornamentals",131,33,0.1,133,756,679,373,572,2112,439,117,476,133,91,80,155,678,472,292,469,280,225,580,399,289,1181,868,1801,425,359,821,741,5978,15254,9912,15545,35206,56660,69924,34225,30630
"China",209,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,5,11,98,1415.39421361248,1637.10840460495,1910.80753211048,2,2406.22085060854,2653.92750985752,6,3,3,0,69,3,5,18
"China",209,"Other brown algae (laminaria, eisenia/ecklonia)","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,1,0,0,0,0,0,2,0,0.1,4,4,5,0,0,5,0,1,0.1,0,0,0.1,0.1,0.1
"China",209,"Other seaweeds and aquatic plants and products thereof","seaweeds",0,0,0,0,13,0,0,0,0,0,0,0,6,1.1,1,1090.1,166,101,20,4,22,34,40,3162,295,44,9,15,113,73,254,305,132,122,163,112,376,265,372,769,690
"China",209,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238.245225684164,271.248443820186,303.708851782503,336.337530898672,0,401.801156997019,0,467.585041097838,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.1,3
"China",209,"Shells nei","shells",NA,NA,NA,NA,NA,NA,NA,206,215,180,598,661,1232,1056,1250,864,983,2264,1844,818,715,370,526,540,443,447,293,482,469,524,687,927,798,638,1039,1092,1151,808,2122,2166,3206
"China",209,"Z_TOTAL","corals",5640,4411,4635,6977,8051,7562,6987,6598,7038,6898,6404,11343,0,0,0,0,763,8625,9940,8774,7365,6965,6452,7021,7264,5492,6309,4722,4223,4270,4004,4463,5402,5469,5585,5881,8290,8566,9320,8711,10001
"China",209,"Z_TOTAL","fish_oil",69721.1022572088,3643.95178055107,5817.65735938206,7812.81262806134,6504.78715893411,4973.57380211725,5004.6756591278,4678.67689583493,3995.57751223866,2107.26353511839,6691.39830099737,6454.67469278037,4387.81040550839,3615.43586683627,3691.17530138474,4838.21659684343,3351.6408175645,2534.62870135445,9975.56842966069,11122.6097251194,12358.9261756539,9577.86064777515,4163.17804515873,7006.4472870586,10206.8171492619,6756.18795831421,8037.14198638668,15299.5314045412,17571.6121384481,15674.1981613278,18534.2155377398,21331.6165795502,29071.7938982437,30672.4120883322,23184.6318561178,11805.7298740168,12788,10560,7539,6567,10552
"China",209,"Z_TOTAL","ornamentals",131,33,0.1,133,756,679,373,572,2112,439,117,476,133,91,80,155,678,472,292,469,280,225,580,399,294,1192,966,3216.39421361248,2062.10840460495,2269.80753211048,823,3147.22085060854,8631.92750985752,15260,9915,15548,35206,56729,69927,34230,30648
"China",209,"Z_TOTAL","seaweeds",0,179.250732627941,186.336805544538,171.788940334075,189.847717607048,187.307890965481,176.814617042264,168.816476218892,165.369117924214,158.845373932568,154.32057179932,153.084808752232,383.774551708825,405.935278450323,424.399958262363,1533.6222447043,259.529992829772,594.996910283123,108.64183561592,479.585041097838,59,841,156.296601230529,3505,318,101,39.1,28,117,89,315,312,155,122,164,112.1,432,277,375.1,769.3,693.2
"China",209,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,206,215,180,598,661,1232,1056,1250,864,983,2345,1844,818,715,371,527,545,443,447.1,295,482,469,524.1,687,927,798,638,1039,1092,1151,808,2131,2166,3206
"China",209,"Z_TOTAL","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,2,4,0,2,0,0,0.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,8,15,375,174.1,42,68
"Colombia",132,"Agar agar nei","seaweeds",NA,NA,NA,108,138,88,250,441,343,201,388,422,363,508,619,640,640,26,495,1067,505,374,351,234,345,296,197,160,173,126,205,261,251,130,112,102,109,107,97,106,151
"Colombia",132,"Cod liver oil","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,610.880148481228,559.745257106668,502.27053447548,641.33058079984,900.847421000246,970.169323501672,1070.55639916059,1146.21813291864,1209.83418728915,1222.09760848089,17,26.2888888888889,21.6444444444444,21.6444444444444,0.1,35.5777777777778,8,15,17,20,21
"Colombia",132,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,2,0,0,0,6,13,8,142,308,155,7,44,14,30,60
"Colombia",132,"Fish liver oils, nei","fish_oil",110.28916475088,113.134921706433,101.606922492787,96.5471135552807,0,0,88.5545648273601,82.7760680813935,80.591010377726,79.1246404825188,0,0,0,0,58.209591426591,0,0,0,46.5946093780831,0,41.4339373814428,0,0,0,0,0,23.3646452810672,0,0,0,0,0,0,0,0,0,1,3,11,23,1
"Colombia",132,"Natural sponges nei","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colombia",132,"Natural sponges raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62660251046759,3.46012109880803,6.37958029490937,7.72484651696982,1.56248501631268,0.1,0.1,6,1.89882562636156,1.8884911383433,9,0,0,0,0
"Colombia",132,"Ornamental fish nei","ornamentals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,692,0,0.1
"Colombia",132,"Ornamental saltwater fish","ornamentals",26891,25451,28854,34261,39794,34327,32117,32656,26239,25299,31050,23175,23928,9549,9263,10155,9411,6125,8049,7074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colombia",132,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colombia",132,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,715.193899639286,731.109838577075,0,842.814230813281,951.131705972177,3,0,4,1328.02100823556,1296.95311519652,1297.2077768087,0.1,1423.00731863794,0,0,45,0
"Colombia",132,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,2,0,0,0,6,13,8,142,308,155,7,44,14,30,60
"Colombia",132,"Z_TOTAL","fish_oil",110.28916475088,113.134921706433,101.606922492787,96.5471135552807,0,0,88.5545648273601,82.7760680813935,80.591010377726,79.1246404825188,0,0,0,0,58.209591426591,0,0,0,46.5946093780831,0,652.314085862671,559.745257106668,502.27053447548,641.33058079984,900.847421000246,970.169323501672,1093.92104444166,1146.21813291864,1209.83418728915,1222.09760848089,17,26.2888888888889,21.6444444444444,21.6444444444444,0.1,35.5777777777778,9,18,28,43,22
"Colombia",132,"Z_TOTAL","ornamentals",26891,25451,28854,34261,39794,34327,32117,32656,26239,25299,31050,23175,23928,9549,9263,10155,9411,6125,8049,7074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,0,692,0,0.1
"Colombia",132,"Z_TOTAL","seaweeds",NA,NA,NA,108,138,88,250.1,441.1,343,201,388,422,363,508,619,640,640,26,495,1067,505,374,351,234,1060.19389963929,1027.10983857707,197,1002.81423081328,1124.13170597218,129,205,265,1579.02100823556,1426.95311519652,1409.2077768087,102.1,1532.00731863794,107,97,151,151
"Colombia",132,"Z_TOTAL","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.62660251046759,3.46012109880803,6.37958029490937,7.72484651696982,1.56248501631268,0.1,0.1,6,1.89882562636156,1.8884911383433,9,0,0,0,0
"Comoro Islands",28,"Miscellaneous corals and shells","shells",0,0,0,0,0,0,48,0,0.1,0,18,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Comoro Islands",28,"Z_TOTAL","shells",0,0,0,0,0,0,48,0,0.1,0,18,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cook Islands",153,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.3812503159334,0,0,6,0,0,8,1,58,948,312,62,1,6,35,31,77,40,50,0,0,0
"Cook Islands",153,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,531.934053475779,0,0,474.352545574242,0,0,0,0,0,0,340.790676187644,248.564458574525,272.114175435687,282.149191774544,7,42,69,29,10,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cook Islands",153,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,10,2,5,13,87,62,0,71,307,305,233,193,181,231,938,1275,30,0,0,0,0
"Cook Islands",153,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05926948161414,0,0,5.88629833796722,7.5912619345213,9.13524278941213,8.90841348600088,5.78389483263982,9.09868584583273,0,2,0,0,0,4,25,15.6551539850598,3.19363631519627,0,253,87,14,10,0
"Cook Islands",153,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,531.934053475779,0,0,474.352545574242,0,0,0,0,0,0,340.790676187644,248.564458574525,277.114175435687,282.149191774544,7,52,71,34,23,142,62,0,71,307,305,233,193,181,231,938,1275,30,0,0,0,0
"Cook Islands",153,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05926948161414,0,0,5.88629833796722,7.5912619345213,9.13524278941213,8.90841348600088,5.78389483263982,9.09868584583273,0,2,0,0,0,4,25,15.6551539850598,3.19363631519627,0,253,87,14,10,0
"Cook Islands",153,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.3812503159334,0,0,6,0,0,8,1,58,948,312,62,1,6,35,31,77,40,50,0,0,0
"Costa Rica",130,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2.4607516825472,0,16.579070308524,23.5225695050958,30.5396705939329,37.2939077818173,43.5013880557253,50.09790690304,58.0823471473777,65.1520210164053,0,79.1231358578498,2.3614688314105,2.34826539271505,2.32555547815886,2.30812693908086,0.1,3,4,5,0,0,0
"Costa Rica",130,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,16,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Costa Rica",130,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2870.07522639213,0,2251.00848806987,3,4
"Costa Rica",130,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9968231840071,0,6,41,33,32,30,30,30
"Costa Rica",130,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,0,0,0,0,0,0,0,0,0,65,0,0,0
"Costa Rica",130,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8010500069272,6.02638151556857,5.83860536628424,5.65260230564667,5.58303206614568,0,5.08927385779367,4.92907908745877,4.72160195321055,4.53973609941539,4.36969083659858,4.24101764220592,3.9764076515624,3.77878100979615,3.59100486051182,3.40913900671666,3.21742266043952,3.03161660965156,2.84384046036723,2.65803440957933,2.47813865428054,2.30021299747813,0.1,0,29,0.1,0,0
"Costa Rica",130,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,729.11928748872,761.899953453518,0,0,0,0,0,0,0,1023.70560493125,0,1,0,0
"Costa Rica",130,"Shells nei","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977.24674093715,0,0,0,0,0,0.1,2530.36177243287,0,0,0,0.1,0
"Costa Rica",130,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,16,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,2870.07522639213,0,2251.00848806987,4,4
"Costa Rica",130,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,0,0,0,0,22.9968231840071,0,6,41,33,97,30,30,30
"Costa Rica",130,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,6.8010500069272,6.02638151556857,5.83860536628424,5.65260230564667,5.58303206614568,2.4607516825472,5.08927385779367,21.5081493959828,28.2441714583064,35.0794066933483,41.6635986184159,47.7424056979312,54.0743145546024,61.8611281571739,797.862313365637,765.309092460235,82.3405585182893,5.39308544106207,5.19210585308228,4.98358988773819,4.7862655933614,2.40021299747813,3.1,1027.70560493125,34,1.1,0,0
"Costa Rica",130,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977.24674093715,0,0,0,0,0,0.1,2530.36177243287,0,0,0,0.1,0
"Croatia",187,"Agar agar nei","seaweeds",14283,23265,25662,43952,48356,34753,29129,25273,16945,13088,12810,9050,815,2663,2706,5269,7801,5081,7157,9978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Croatia",187,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.858142186642,52.0374300248932,36,0,0,0,0,0
"Croatia",187,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.699108535089,0,332.010207212094,0,385.447835214822,412.559711019603,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0
"Croatia",187,"Fish liver oils, nei","fish_oil",9427,11085,12550,14884,17451,14884,13539,12316,11113,12024,16873,18634,15588,16694,21666,21519,24637,17755,17624,18334,14504,12727,15006,13629,12609,10410,12346,15048,15111,15766,15949,17095,17313,14740,13642,16963,13223,11979,12119,9802,10232
"Croatia",187,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,193,239,64,34,66,42,42,1332,98,43,84,97,668,848,1074,3596,3082,3246,2533,3295,3102,3451,2265,6378,9004,9980,15398,16747
"Croatia",187,"Natural sponges nei","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,0,0,0,0.1,0,7,0,0,0,0,0,0,0,0
"Croatia",187,"Natural sponges other than raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,20,78
"Croatia",187,"Other seaweeds and aquatic plants and products thereof","seaweeds",10,10,2,33,33,13,19,11,11,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Croatia",187,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,15.5905473018839,15.7578578014148,16.1907784310091,16.5590911911287,16.8843320382648,17.4321111024811,17.6999227323064,18.0251635794426,18.5514066871673,18.797682360501,18.4983804693799,18.7590134470411,18.7683935989669,19.8473929233101,19.777807901433,20.6199117043682,19.8898906834147,2,0.1,0.1,1,0.1,1,4,4,4,3,5,4,3,4,11,23,13
"Croatia",187,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.858142186642,52.0374300248932,36,0,0,0,0,0
"Croatia",187,"Z_TOTAL","fish_oil",9427,11085,12550,14884,17451,14884,13539,12316,11113,12024,16873,18634,15588,16694,21666,21519,24637,17755,17901.6991085351,18334,14836.0102072121,12727,15391.4478352148,14041.5597110196,12609,10410,12346,15048.1,15111,15766,15949,17095,17313,14740,13642,16963,13223.1,11979,12119,9802,10232
"Croatia",187,"Z_TOTAL","seaweeds",14293,23275,25664,43985,48389,34766,29148,25299.5905473019,16971.7578578014,13105.190778431,12827.5590911911,9093.88433203827,832.432111102481,2680.69992273231,2724.02516357944,5287.55140668717,7819.7976823605,5099.49838046938,7175.75901344704,9996.76839359897,19.8473929233101,19.777807901433,20.6199117043682,19.8898906834147,2,0.1,0.1,1,0.1,1,4,4,4,3,5,4,3,4,11,23,13
"Croatia",187,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,193,239,64,34,66,42,42,1332,98,43,84,97,668,848,1074,3596,3082,3246,2533,3295,3102,3451,2265,6378,9004,9980,15398,16747
"Croatia",187,"Z_TOTAL","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,0,0,0,0.1,0,7,0,0,0,8,1,1,20,78
"Cuba",112,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,852,983,910,1621,1750,850,1149,1323,1263,2138,1931,1002,945,1578,1794,1752,1596,1862,2510,2010,1555,1611,2294,1969,2072,1638,1552
"Cuba",112,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cuba",112,"Natural sponges nei","sponges",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.2351880071292,0,0,148.743627760923,0,0,0,1869,2145,987,1553,604,1659,2793,5252,3611,3577,2502,1083,499
"Cuba",112,"Natural sponges other than raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,47.7810082793258,62.8225785512041,0,0,0,0,0,0,0,0,79
"Cuba",112,"Natural sponges raw","sponges",NA,NA,NA,541,132,369,284,1062,0,30,24,431,41,106,0,25,0,0,0,0,272,0,0,60,9,1,197,10,216,3,4,40,18,65,377,66,17,237,640,941,1057
"Cuba",112,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,3021,2169,0,0,3805,3448,5091,9606,4935,3700,3922,5906,5033,7758,2900,3643,2222,553,1034,263,2147,2348,2405,2242,2978,4583,2434,3060,3253,2234,1768,2794,959,166,0,0,0
"Cuba",112,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.87377359502,250.682358932201,1,297.371838629166,331.405015985642,4,82,55,29,43,601,870,457,580,527,519,768,548,739,960,1701,3049,2512
"Cuba",112,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.9851789600634,55.2431357387882,56.5010925175129,57.7987406240004,59.2029286102738,60.3982148714776,61.5517207876678,62.7908764111367,64.2556458976796,65.3067899685861,66.6462184200882,18,1,0,14
