"rgn_name","rgn_id","commodity","product","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"Sierra Leone",96,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,125.529217005584,168.946157296959,195.563077006882,482.580315729334,147.996792938007,99.0136200313937,84.4704893167509,303.447644684318,775.265109802764,2784.28445812422,5204.90431069129,0,0,0,0,0,15,11,9,40,32
"Sierra Leone",96,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,1,9,2,4,1,1,0.1,20,2,37,6,0
"Sierra Leone",96,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.3696063655007,0,153.082056187704,0,126.118392672637,159.065551586638,0,177.09914775323,291.859506088433,227.039891694098,0,0,282.111306745748,279.060657914415,0.1,47,72
"Sierra Leone",96,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66207175340031,2.93385576968137,38,24,3.42252891496383
"Sierra Leone",96,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10828,8615,9304,5481,10244,7174,6046,5855,7149,4655
"Sierra Leone",96,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,125.529217005584,168.946157296959,195.563077006882,482.580315729334,147.996792938007,99.0136200313937,84.4704893167509,303.447644684318,775.265109802764,2784.28445812422,5204.90431069129,0,0,0,0,0,15,11,9,40,32
"Sierra Leone",96,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,1,9,2,4,1,1,0.1,20,2,37,6,0
"Sierra Leone",96,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.3696063655007,0,153.082056187704,0,126.118392672637,159.065551586638,0,177.09914775323,291.859506088433,227.039891694098,0,0,284.773378499148,281.994513684096,38.1,71,75.4225289149638
"Sierra Leone",96,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10828,8615,9304,5481,10244,7174,6046,5855,7149,4655
"Singapore",208,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.183939210081,0,0,0,0,0,0,0,1343.55084399,1492.90339352511,3630,10536,6843
"Singapore",208,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0.1,0,0,0
"Singapore",208,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,0,0,0,0,0,0,0,53,68,832,2413,1937,1654,1816
"Singapore",208,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1688.86444636992,2035.64416500421,5,18,25,2,0,0,1251,0,0,0,0,0,0
"Singapore",208,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.338466351477337,1.22926911503214,2.00577746132649,2.75352297413838,0.1,4.22479266630239,0.1,5.49169485740504,5.36822928235756,6.42555371344429,6.87734480805193,8.10119090667013,8.90873283645919,9.85251976695599,11,0,0,1,2
"Singapore",208,"Mother of pearl shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,0.1,1,0,0,0,3,0,0,0.1,0.1
"Singapore",208,"Natural sponges raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,5,4,11,9,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"Singapore",208,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.432572578814,64.9950402410022,6,13,13
"Singapore",208,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8.97332893373823,20.1751265180574,31.3769241023801,42.4325953411935,53.7805192710184,64.9823168553412,76.1841144396603,0,0,0,0,0,0,0,0,5208,1607,61,39,0.1
"Singapore",208,"Other seaweeds and aquatic plants and products thereof","seaweeds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Singapore",208,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,105,275,0,20,14,11,40,594.711053958628,478.209698469698,255.194210716465,844.34898147863,581.390694126283,358.37520637305,0,746.704933603673,1140.58379521457,1099.52995007954,1302.57099138355
"Singapore",208,"Shells nei","shells",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3,2,0.1,4,2,0.1,1,5,5,5,9,7,1,3,1,0.1,4,2,2
"Singapore",208,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0.1,0,0,0
"Singapore",208,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,1688.86444636992,2035.64416500421,5,18,25,2,0,0,1304,68,832,2413,1937,1654,1816
"Singapore",208,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,8.97332893373823,20.1751265180574,31.3769241023801,42.4325953411935,53.7805192710184,64.9823168553412,76.1841144396603,0,0,0,0,0,0,0,0,5270.43257257881,1671.995040241,67,52,13.1
"Singapore",208,"Z_TOTAL","seaweeds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,275,0,20,14,100.183939210081,40,594.711053958628,478.209698469698,255.194210716465,844.34898147863,581.390694126283,358.37520637305,1343.55084399,2239.60832712878,4770.58379521457,11635.5299500795,8145.57099138355
"Singapore",208,"Z_TOTAL","shells",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3.33846635147734,3.22926911503214,2.10577746132649,6.75352297413838,2.1,4.32479266630239,1.2,10.491694857405,10.3682292823576,11.5255537134443,16.8773448080519,15.1011909066701,9.90873283645919,12.852519766956,15,0.1,4,3.1,4.1
"Singapore",208,"Z_TOTAL","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,5,4,11,9,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sint Eustatius",249,"Coral and the like","corals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.276440911985,4055.23066305299,1873.25762710319,6303.35120083846,4758.68578991853,6320.89505101932,6210.17179641663,3709.54494795192,4,0,0,42,0,0,0,0,0,0
"Sint Eustatius",249,"Fish body oils, nei","fish_oil",0,0,0,0,0,0,0,0,0.0210667193659901,1.46900048307998,0,7.72967717292977,8.72896971498722,0,14.2325643432914,15.820698488772,17.7032534359651,350,58.75,6,0,0,0.5,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sint Eustatius",249,"Fish liver oils, nei","fish_oil",NA,NA,NA,15.0614628023809,14.7223560080832,14.3796951003199,14.0359798385617,0,13.3472128099818,0,0,12.3140568220913,57.25,60,31.5,35.75,39,12.5,14.75,31.25,23.75,4.25,5,0.5,0,0.25,0.5,2,2.5,4,24.5,3,0,1.5,0,1.5,5.25,0,8,2.5,4.5
"Sint Eustatius",249,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14,12.5,52,663.113820709134,1.5
"Sint Eustatius",249,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1627.63892764012,26.1573117443772,23.4388848434983,12.8846638452751,0.240897754426442,10.8433208190336,20.9233576104839,29.6974287190433,13.1357655795227,25.3053474635985,0,0,54.5006852916372,28.7972623718815,17.4594619639233,49.4797222279385,49.8956129659978,18.7071341781007,29.3095572427073,22.9344264297342,21.2607720751676,36.8258647347593
"Sint Eustatius",249,"Z_TOTAL","corals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.276440911985,4055.23066305299,1873.25762710319,6303.35120083846,4758.68578991853,6320.89505101932,6210.17179641663,3709.54494795192,4,0,0,42,0,0,0,0,0,0
"Sint Eustatius",249,"Z_TOTAL","fish_oil",0,0,0,15.0614628023809,14.7223560080832,14.3796951003199,14.0359798385617,0,13.3682795293478,1.46900048307998,0,20.0437339950211,65.9789697149872,60,45.7325643432914,51.570698488772,56.7032534359651,362.5,73.5,37.25,23.75,4.25,5.5,0.5,0.75,0.25,0.5,2,2.5,4,24.5,3,0,1.5,0,1.5,5.25,0,8,2.5,4.5
"Sint Eustatius",249,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1627.63892764012,26.1573117443772,23.4388848434983,12.8846638452751,0.240897754426442,10.8433208190336,20.9233576104839,29.6974287190433,13.1357655795227,25.3053474635985,0,0,54.5006852916372,28.7972623718815,17.4594619639233,49.4797222279385,49.8956129659978,18.7071341781007,29.3095572427073,22.9344264297342,21.2607720751676,36.8258647347593
"Sint Eustatius",249,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14,12.5,52,663.113820709134,1.5
"Sint Maarten",220,"Coral and the like","corals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.276440911985,4055.23066305299,1873.25762710319,6303.35120083846,4758.68578991853,6320.89505101932,6210.17179641663,3709.54494795192,4,0,0,42,0,0,0,0,0,0
"Sint Maarten",220,"Fish body oils, nei","fish_oil",0,0,0,0,0,0,0,0,0.0210667193659901,1.46900048307998,0,7.72967717292977,8.72896971498722,0,14.2325643432914,15.820698488772,17.7032534359651,350,58.75,6,0,0,0.5,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sint Maarten",220,"Fish liver oils, nei","fish_oil",NA,NA,NA,15.0614628023809,14.7223560080832,14.3796951003199,14.0359798385617,0,13.3472128099818,0,0,12.3140568220913,57.25,60,31.5,35.75,39,12.5,14.75,31.25,23.75,4.25,5,0.5,0,0.25,0.5,2,2.5,4,24.5,3,0,1.5,0,1.5,5.25,0,8,2.5,4.5
"Sint Maarten",220,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14,12.5,52,663.113820709134,1.5
"Sint Maarten",220,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1627.63892764012,26.1573117443772,23.4388848434983,12.8846638452751,0.240897754426442,10.8433208190336,20.9233576104839,29.6974287190433,13.1357655795227,25.3053474635985,0,0,54.5006852916372,28.7972623718815,17.4594619639233,49.4797222279385,49.8956129659978,18.7071341781007,29.3095572427073,22.9344264297342,21.2607720751676,36.8258647347593
"Sint Maarten",220,"Z_TOTAL","corals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.276440911985,4055.23066305299,1873.25762710319,6303.35120083846,4758.68578991853,6320.89505101932,6210.17179641663,3709.54494795192,4,0,0,42,0,0,0,0,0,0
"Sint Maarten",220,"Z_TOTAL","fish_oil",0,0,0,15.0614628023809,14.7223560080832,14.3796951003199,14.0359798385617,0,13.3682795293478,1.46900048307998,0,20.0437339950211,65.9789697149872,60,45.7325643432914,51.570698488772,56.7032534359651,362.5,73.5,37.25,23.75,4.25,5.5,0.5,0.75,0.25,0.5,2,2.5,4,24.5,3,0,1.5,0,1.5,5.25,0,8,2.5,4.5
"Sint Maarten",220,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1627.63892764012,26.1573117443772,23.4388848434983,12.8846638452751,0.240897754426442,10.8433208190336,20.9233576104839,29.6974287190433,13.1357655795227,25.3053474635985,0,0,54.5006852916372,28.7972623718815,17.4594619639233,49.4797222279385,49.8956129659978,18.7071341781007,29.3095572427073,22.9344264297342,21.2607720751676,36.8258647347593
"Sint Maarten",220,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14,12.5,52,663.113820709134,1.5
"Slovenia",188,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6.72033948173339,64.0106270826363,0,5,85,66,0.1,0.1,82.8992202947702,26.8066516191461,0.1,0.1,34.8658878859592,28.4591764057166,59,0,0,59,0,0
"Slovenia",188,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,4,113,169,69,84,20,168,181,99,112,74,37,54,114,109
"Slovenia",188,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,443,238,4,11,1,9,23,15,103,141,182,174,377,251,297,380,0,0,0,0,0
"Slovenia",188,"Natural sponges nei","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,35,172,293,0,83,180,31,14,226,0,72,20,1,0,0,0,0,0,0,0
"Slovenia",188,"Natural sponges raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.910121724373,300.483444007594,338.565086495553,358.322112055132,0,518.195578908373,556.277221396333,652.247994635269,715.317751116454,732.992433843276,0,882.454186532661,946.773348713512,0.1,0,0,0,0,0,0,0
"Slovenia",188,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,293.069063835719,536.743170605623,609.095873519313,1166.56785776076,1154.13394754147,1349.73317057628,1589.03683337028,1857.47678933718,2125.91674530407,2365.22040809813,2881.31885603414,3251.73583810596,3403.63062138151,4399,4794
"Slovenia",188,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1992834815021,24.5963108502771,25.057946088527,25.4190801964826,25.5792120438496,26.3567079773101,0.0470310046334891,0.0491876853880305,0.1,0.1,0,0.1,0.1,0,0.1,0,0.1
"Slovenia",188,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6.72033948173339,64.0106270826363,0,5,110,70,113.1,169.1,151.89922029477,110.806651619146,20.1,168.1,215.865887885959,127.459176405717,171,74,37,113,114,109
"Slovenia",188,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,293.069063835719,536.743170605623,609.095873519313,1166.56785776076,1154.13394754147,1349.73317057628,1589.03683337028,1857.47678933718,2125.91674530407,2365.22040809813,2881.31885603414,3251.73583810596,3403.63062138151,4399,4794
"Slovenia",188,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1992834815021,24.5963108502771,25.057946088527,25.4190801964826,25.5792120438496,26.3567079773101,0.0470310046334891,0.0491876853880305,0.1,0.1,0,0.1,0.1,0,0.1,0,0.1
"Slovenia",188,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,443,238,4,11,1,9,23,15,103,141,182,174,377,251,297,380,0,0,0,0,0
"Slovenia",188,"Z_TOTAL","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288.910121724373,335.483444007594,510.565086495553,651.322112055132,0,601.195578908373,736.277221396333,683.247994635269,729.317751116454,958.992433843276,0,954.454186532661,966.773348713512,1.1,0,0,0,0,0,0,0
"Solomon Islands",7,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348,405,608,519,317,435,361,592,430,435,573,696,506,561,582,849,1482,2009,2162,1482,1505,1629,1145,1339,1079,1027,843,828,827
"Solomon Islands",7,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0.358784675408284,0.410912798235202,0.390710132015485,0.289122467024935,0.136399094842101,0.273616211327013,0.323583670469755,0.209958022095911,0.133269433846884,0.242192144943708,0.0410081729870946,0.1,0,0,0,0,0,0,0,0,0
"Solomon Islands",7,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,1,0,5,2,3,2,1,2,1
"Solomon Islands",7,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.761542990367,0,0,0,207.156804099468,223.756979853664,240.357155607868,256.957331362064,0,290.157682870464,0,0,0,0,0,183,126,3,744,790,991,327,0.1,94
"Solomon Islands",7,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0
"Solomon Islands",7,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800.604203391995,784.196151436219,786.920633336951,767.513427425285,742.831847315349,52,0,0,0,0,0,363,0,0,891,1008,1313,1612,1007,1505,3195,5149,2814,3755,4392,3284
"Solomon Islands",7,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348,405,608,519,317,435,361,592,430,435,573,696,506,561,582,849,1482,2009,2162,1482,1505,1629,1145,1339,1079,1027,843,828,827
"Solomon Islands",7,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.761542990367,0,0,0,207.156804099468,223.756979853664,240.357155607868,256.957331362064,0,290.157682870464,0,0.1,0.1,0.1,0.1,184,126,8,746,793,993,328,2.1,95
"Solomon Islands",7,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800.604203391995,784.196151436219,786.920633336951,767.513427425285,742.831847315349,52,0,0,0,0,0,363,0,0,891,1008,1313.1,1612.1,1007,1505,3195,5149,2814,3755,4392,3284
"Solomon Islands",7,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0.358784675408284,0.410912798235202,0.390710132015485,0.289122467024935,0.136399094842101,0.273616211327013,0.323583670469755,0.209958022095911,0.133269433846884,0.242192144943708,0.0410081729870946,0.1,0,0,0,0,0,0,0,0,0
"Somalia",44,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4752992872905,38.5459905837956,36.7393202721905,35.6750328597554,35.8544778368387,0,0,32.979779699177,31.4816321508638,30.5233994383102,30.0375922070461,29.3396755760191,28.2464641545257,27.1050460512674,25.8961385935399,24.8414925174575,23.7193570869053,22.5875803200001,21.1762047988618,20.2179720863082,19.2018913556371,17.9833425615566,13,0,0,0,0,0,0,0,0
"Somalia",44,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16985.09810872,2,0,5,0
"Somalia",44,"Mother of pearl shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488.79084911861,0,8,0,0,1,0,0,0,0
"Somalia",44,"Ornamental fish nei","ornamentals",17698,21074,27934,33444,38008,35233,37325,36840,37000,40832,61341,80247,19758,20006,23989,22593,22132,18811,20988,23303,26399,23840,25163,24690,23671,25277,26925,30874,34361,32324,35100,38329,40134,38948,41263,47778,27305,26085,26873,21788,20277
"Somalia",44,"Shells nei","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63153097427767,0,8.4533104226557,9.56460905938002,9.06776246900881,13.1656165274826,16.4976871444824,20.5955412029562,21.630261495533,23.4307652295847,19.1050014318416,13.2476707511505,17.3455248096252,11.4881941289332,9.45978065561303,14.3234181555617,13
"Somalia",44,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4752992872905,38.5459905837956,36.7393202721905,35.6750328597554,35.8544778368387,0,0,32.979779699177,31.4816321508638,30.5233994383102,30.0375922070461,29.3396755760191,28.2464641545257,27.1050460512674,25.8961385935399,24.8414925174575,23.7193570869053,22.5875803200001,21.1762047988618,20.2179720863082,19.2018913556371,17.9833425615566,13,0,0,0,0,0,0,0,0
"Somalia",44,"Z_TOTAL","ornamentals",17698,21074,27934,33444,38008,35233,37325,36840,37000,40832,61341,80247,19758,20006,23989,22593,22132,18811,20988,23303,26399,23840,25163,24690,23671,25277,26925,30874,34361,32324,35100,38329,40134,38948,41263,47778,27305,26085,26873,21788,20277
"Somalia",44,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,0,0,0,0,0,0,2.63153097427767,0,8.4533104226557,9.56460905938002,9.06776246900881,13.1656165274826,16.4976871444824,509.386390321566,21.630261495533,31.4307652295847,19.1050014318416,13.2476707511505,17003.4436335297,13.4881941289332,9.45978065561303,19.3234181555617,13
"South Africa",102,"Abalone shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,844,251,596,686,597,675,957,1928,5406,4721,4735,4574,4131,6063,6561,8231,9499,12856,14579,18171,13148,8958,12312,13640,13460,12875,12829,14105,13683
"South Africa",102,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,8,211,306,106,50,4,2,5,31,736,10928,2529,3963,5778,5395,6,29,351,7,8,234,1119,1054
"South Africa",102,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1599.31897686663,1571.97061380357,1546.57205491717,0,1736.21657850788,0,1944.43555241305,0,0,0,0,0,0,0.1,0,0.1,1,4,0,0,0.1,0,0
"South Africa",102,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11731.0770299723,11141.0550490671,10551.6302587739,9989.67623663996,9691,5766,9771,7449,14566,14441,17345,7675,1226,6023,5183,5101,3403,4722,1501,281,1423
"South Africa",102,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,14,77,0,0,0,0,0,0,0,0,0,0,0,0
"South Africa",102,"Natural sponges raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"South Africa",102,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,61,0,0,0,0,0,0,5,0,0,1,0,9,3,1,9,0.1,26,4,18,32,56,21,10,49,281,267,715,278,54,37,31,14,24
"South Africa",102,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288.152010444472,269.799845132598,251.447679820718,233.095514508845,214.743349196971,867,187,316,20,20,0,6,25,7,0,28,9,65,0.1,0
"South Africa",102,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,166,173,38,88
