"rgn_name","rgn_id","commodity","product","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"Norway",223,"Herring oil","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84984,67402,51558,37768,48378,50838,38556,33520,33020,20816,18807,29440,46595,58225,56547,61331,62994,62338,59281,39353,37256
"Norway",223,"Natural sponges raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,4,1,4,3,1,0.1,0.1,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0
"Norway",223,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,2,0.1,0.1,0,0,0.1,1,21,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Norway",223,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3513,3535,3376,3815,4120,3633,3622,3988,3741,4340,4181,3665,3584,2351,3434,3196,3320,2883,2037,1080,757,537,0,0,0,NA
"Norway",223,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562,633,892,2256
"Norway",223,"Shark oil","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.1,7,0.1,4,0,11,111,89,132,69,55,56,47,57,42,48,50,48,35,36,40,53,9,18,0,0,0
"Norway",223,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,895,1142,1744,1244,2373,2289,2592,3311,4883,1711,413,173,25,12,10,3,6,3,1
"Norway",223,"Z_TOTAL","fish_oil",148869,141300,82817,93661,92835,118348,111422,137229,85885,122934,44822,77721,49495,42996.1,45817,62696.1,57259,65403,68448,89885,73365,58412,44725,57294,60442,43442,38359,40205,28659,25088,39737,56962,64304,60971,69267,74044,70841,68767,84389,88198
"Norway",223,"Z_TOTAL","ornamentals",NA,NA,NA,NA,2,0.1,0.1,0,0,0.1,1,21,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Norway",223,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3513,3535,3376,3815,4120.1,3633.1,3622.1,3988,3741.1,4340.1,4181.1,3665.1,3584.1,2380,3473,3216,3320,2883.1,2037,1080,757,537.1,562.1,633.1,892.1,2256.1
"Norway",223,"Z_TOTAL","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,4,1,4,3,1,0.1,0.1,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0
"Oman",48,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,20,0,9,0,42,30,0,15,0,0,30,56,0,0,0,0,0,0,0,0
"Oman",48,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,20,34,40,21,0,15,0,0,0,0,40,0,121,121,175,14,254,0,0,0,2300
"Oman",48,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,0,0,0,0,0,0,0,0,21,0,25,0,498
"Oman",48,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,0,0,0,19,0,0,15,76,0,0,0
"Oman",48,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,3,2,1,0.1,3,2,18,0,0,0,0,0,0,0,0,0,0,0,0
"Oman",48,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,20,0,9,0,42,30,0,15,0,0,30,56,0,0,0,0,0,0,0,0
"Oman",48,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,20,34,40,21,0,15,0,70,0,0,40,0,121,121,175,14,275,0,25,0,2798
"Oman",48,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,3,2,1,0.1,3,2,18,0,0,0,0,0,0,0,0,0,0,0,0
"Oman",48,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,0,0,0,19,0,0,15,76,0,0,0
"Pakistan",53,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.1,0,0,44,0,36,0.1,0,0,0,0,5
"Pakistan",53,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,0,0,0,0,134,0,18,0,3,43,241,469,8
"Pakistan",53,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,19,18,4,41,4,0,0,0
"Pakistan",53,"Shells nei","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0.1,0,6,0,0,18,49,1,160,221,65
"Pakistan",53,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,0,0,0,0,134,0,18,0,3,43,241,469,8
"Pakistan",53,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,19,18,4,41,4,0,0,0
"Pakistan",53,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.1,0,0,44,0,36,0.1,0,0,0,0,5
"Pakistan",53,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0.1,0,6,0,0,18,49,1,160,221,65
"Palau",8,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,38,20,0,0,0.1,0,55,14,1,96,0,0.1,32,0,0,0,0
"Palau",8,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,6,0,0,0,0,0,0.1,0,0.1,0
"Palau",8,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2.39378258444899,4.93783192781086,4.25375620724768,2.90355944174766,3.1418051680202,3.27757073353328,0,0,0,0.490027770900923,0,0,0,0
"Palau",8,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,38,20,0,0,0.1,0,55,14,1,96,0,0.1,32,0,0,0,0
"Palau",8,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2.39378258444899,4.93783192781086,4.25375620724768,2.90355944174766,3.1418051680202,3.27757073353328,0,0,0,0.490027770900923,0,0,0,0
"Palau",8,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,6,0,0,0,0,0,0.1,0,0.1,0
"Panama",129,"Fish body oils, nei","fish_oil",11721,12365,4174,3626,13101,3912,1052,2843,1560,28817,11187,10195,3056,13373,6110,8638,8566,8645,12623,7357,2323,10682,10605,4000,9651,16728,7913,5203,7088,7100,5788,5989,2103,4225,2000,3225,5093,4204,8497,3768
"Panama",129,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,22,11,0.1,0,1,0.1,0,0,32,0,0,0,0,2,0,0,0,0,0
"Panama",129,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.1,0.1,35,114,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Panama",129,"Z_TOTAL","fish_oil",11721,12365,4174,3626,13101,3912,1052,2843,1560,28817,11187,10195,3056,13373,6110,8638,8566,8645,12623,7357,2323,10682,10605,4000,9651,16728,7913,5203,7088,7100,5788,5989,2103,4225,2000,3225,5093,4204,8497,3768
"Panama",129,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.1,0.1,35,114,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Panama",129,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,22,11,0.1,0,1,0.1,0,0,32,0,0,0,0,2,0,0,0,0,0
"Papua New Guinea",17,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0.1,0,0.1,73,0.1,0,4,34,15,0,5,0,126,0,0,109,32,17
"Papua New Guinea",17,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,0,0,0,0,0.1,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Papua New Guinea",17,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,103,4054,0,0,0.1,327,0.1,223,323,264,288,0,86,22,0.1,97,52,34
"Papua New Guinea",17,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0.1,0,0,0,0,8.79426388232156,6.70305618198239,0.1,0.1,36,0,0,0,0
"Papua New Guinea",17,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.405960880518933,0.343918688160272,0.170244269659676
"Papua New Guinea",17,"Shells nei","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,131,59,0,8,0,0,0,158,77,96,82,0,93,0,0,0,0,0
"Papua New Guinea",17,"Trochus shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,0,0,0,10,145,349,0,164,0,0,0,0,113,0,0,50,0,0,0
"Papua New Guinea",17,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0.1,0,0.1,73,0.1,0,4,34,15,0,5,0,126,0,0,109,32,17
"Papua New Guinea",17,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,0,0,0,0,0.1,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Papua New Guinea",17,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,0,0.1,0,0,0,0,8.79426388232156,6.70305618198239,0.1,0.1,36,0.1,0.405960880518933,0.343918688160272,0.170244269659676
"Papua New Guinea",17,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,0,234,4113,10,153,349.1,327,164.1,381,400,360,370,113,179,22,50.1,97,52,34
"Peru",138,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0.1
"Peru",138,"Cod liver oil","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,0,0,0.1,0.1,0,0.1,0.1,0,0,0,0,0,0
"Peru",138,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0.1,4,8,15,6,46,34,3,0.1,5,3,6,16,11,1,49,62,65,13,14
"Peru",138,"Fish body oils, nei","fish_oil",22,0,155,47307,0,0,45915,0,43027,34782,56519,1000,1533,96032,26482,33900,24377,119875,285543,205600,225144,228886,34926,258653,456448,315360,160611,183221,285117,286369,298365,320659,257696,304381,254117,234047,303202,126147,163072,116759
"Peru",138,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,430,0,0.1,513,646,0.1,0,632,2047,2008,733,305,59,132,97,0.1,22,40,62,493,67
"Peru",138,"Ornamental fish nei","ornamentals",368,346,354,384,264,254,63,28,140,90,0.1,0,0.1,0.1,0.1,0.1,0,0,534,451,498,466,581,513,583,604,548,641,603,583,552,454,505,410,441,387,2,0,0,NA
"Peru",138,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,24,15,25
"Peru",138,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,21,17,29,170,0.1,1042,2387,3785,3347,1067,2194,3484,3184,4238,5587,6494,8979,21835,12327,22783,25257,786,0,0,NA
"Peru",138,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27120,30440,29089,24301
"Peru",138,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0.1,4,8,15,6,46,34,3,0.1,5,3,6,16,11,1,49,62,65,13,14
"Peru",138,"Z_TOTAL","fish_oil",22,0,155,47307,0,0,45915,0,43027,34782,56519,1000,1533,96032,26482,33900,24377,119875,285578,206030,225144,228886.1,35439,259299,456448.1,315360,161558,185268,287125,287102.1,298670.1,320718,257828.1,304478.1,254117.1,234069,303242,126209,163565,116826
"Peru",138,"Z_TOTAL","ornamentals",368,346,354,384,264,254,63,28,140,90,0.1,0,0.1,0.1,0.1,0.1,0,0,534,451,498,466,581,513,583,604,548,641,603,583,552,454,505,410,441,387,16,24,15,25
"Peru",138,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,21,17,29,170,0.1,1042,2387,3785,3347,1067.1,2194,3484,3184,4238,5587,6494,8979,21835.1,12327.1,22783.1,25257.1,27906.1,30440,29089,24301.1
"Philippines",15,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,0,0,1,2,1,2
"Philippines",15,"Cod liver oil","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,180,91,3
"Philippines",15,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1789,3135,1656,2260,1785,1925,1832,1724,1254,1239,1805,2196,3207,4724,3740,2702,0,0,0,0,0,0,0,0,0
"Philippines",15,"Fish body oils, nei","fish_oil",NA,84,24,63,118,123,38,22,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,23,0.1,0,0,20,0,580,134,35,0,15,2,7,10
"Philippines",15,"Fish liver oils, nei","fish_oil",NA,134,189,229,468,384,166,315,342,513,494,176,109,81,91,0,0,0,0,0,0,0,0.1,0,6,38,0,0.1,0,6,7,37,160,107,43,0,6,0,34,1
"Philippines",15,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3545,2188,1552,3449,5993,5008,5612,8017,7024
"Philippines",15,"Natural sponges raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,5,6,11,5,4,15,9,7,14,15,17,13,18,15,15,10,6,5,4,5,3,2,2,2
"Philippines",15,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4659,5217,5874,6211,6399,6007,5843,5441,5558,5741,5542,5632,5911,6941,6698,6660,0,0,0,0,0,0,0,0,0
"Philippines",15,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6766,6441,5555,5166,5503,6049,5904,5945,5888
"Philippines",15,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27137,20837,21831,23557,28921,26780,27663,26954,32311,49081,32561,31064,31100,32181,21402,18948,12032,13423,10734,17150,27142,26053,37064,18494,18021
"Philippines",15,"Shark liver oil","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,188,104,50,14,6,1,0,0,0,0,90,51,33,0,0,0,0,0,0,79,65,4,39,65
"Philippines",15,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1789,3135,1656,2260,1785,1925,1832,1724,1254,1239,1805,2196,3207,4724,3740,2702,0,0,0,0,0,0,0,0,0
"Philippines",15,"Z_TOTAL","fish_oil",NA,218,213,292,586,507,204,337,342,518,500,176,109,81,91,180,188,104,50,14,6,1,0.1,0.1,6,38.1,113,51.2,33,6,27,37,740,241,78,79,131,186,171,79
"Philippines",15,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4659,5217,5874,6211,6399,6007,5843,5441,5558,5741,5542,5632,5911,6941,6698,6660,6766,6441,5555,5166,5503,6049,5904,5945,5888
"Philippines",15,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27137,20837,21831,23557,28921,26780,27663,26954,32311,49081,32561,31064,31100,32181,21402,18948,12032.1,13423,10734,17150,27142,26054,37066,18495,18023
"Philippines",15,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3545,2188,1552,3449,5993,5008,5612,8017,7024
"Philippines",15,"Z_TOTAL","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,5,6,11,5,4,15,9,7,14,15,17,13,18,15,15,10,6,5,4,5,3,2,2,2
"Poland",178,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,7,3,15,4
"Poland",178,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,0,0,0,0,0,6,0,12,0.1,0,9,0,0.1,1,0.1,1,15,18,225,285,205,245,333,290,1107,1400,2363,2576
"Poland",178,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,1,0.1,0.1,2,0,0,0,0,0,4,0.1,5,0.1,3,5
"Poland",178,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,206,159,0,0,0,0,0,0,0,0,0,0,0,0,483,491,343,200,238,394,281
"Poland",178,"Natural sponges other than raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,25,21,0.1,17,2
"Poland",178,"Natural sponges raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,42,0.1,0.1,0.1
"Poland",178,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,0,0.1,0,0.1,0,0,0,5,17,0,0
"Poland",178,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2,0.1,0,0,0,0
"Poland",178,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1
"Poland",178,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,0,0,0,0,0,6,0,12,0.1,0,9.1,0.1,0.1,2,0.2,1.1,17,18,225,285,205,245,337,290.1,1112,1400.1,2366,2581
"Poland",178,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,0,0.1,0,0.1,0,0,0,5,17,0,0
"Poland",178,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,10,3.1,7.1,3.1,15.1,4.1
"Poland",178,"Z_TOTAL","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,206,159,0,0,0,0,0,0,0,0,0,0,0,0,483,491,343,200,238,394,281
"Poland",178,"Z_TOTAL","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,132,63,0.2,17.1,2.1
"Portugal",183,"Agar agar nei","seaweeds",561,460,551,421,469,375,330,321,305,328,331,347,318,301,0,0,0,0,146,120,115,168,152,292,240,288,300,263,180,320,305,188,219,165,224,152,159,177,66,3
"Portugal",183,"Cod liver oil","fish_oil",1443,840,536,301,230,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Portugal",183,"Fish body oils, nei","fish_oil",4512,4636,3217,4017,3739,4741,3239,2700,1843,2057,1608,2126,651,57,47,835,120,487,196,826,618,876,699,310,900,786,803,1116,774,965,480,412,601,300,373,351,517,567,3139,1744
"Portugal",183,"Fish liver oils, nei","fish_oil",90,25,7,36,178,269,28,483,20,92,341,247,1948,1812,1363,2505,3014,1736,1345,1496,1624,1214,1064,907,732,592,400,311,267,420,505,678,947,423,328,526,407,585,490,707
"Portugal",183,"Halibuts, liver oils","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,0,24,0,0,0.1,3,0,0,0,4,0,0,0,0,87,18,0,0,0,0
"Portugal",183,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,46,4,7,0.1,0,1,1,0,11,0.1,0.1,0.1,0.1,0.1,0.1,16,27,1
"Portugal",183,"Natural sponges other than raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.1,0,0,0,0,0,0.1,0.1,0,0,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,1,1
"Portugal",183,"Natural sponges raw","sponges",NA,0.1,0,0.1,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0.1,1,0,1,0,0.1,0.1
"Portugal",183,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0.1,0,0.1,0,0,0,0.1,0,0,0,0.1,0.1,41,39,10,71,26,4,5,11,14,7,25
