"","X","ID","LABEL","fishphiavg","tf_mean","harvest_fmean"
"59",59,59,"Turkey",3.35444519337286,0.636133212254347,3735.06673481151
"60",60,60,"Syria",3.381868916537,0.588746184882602,4035.69494123139
"61",61,61,"Lebanon",3.37956707968559,0.592708861154398,4008.71347759564
"62",62,62,"Israel",3.39494648284908,0.566283855328363,4195.77563026631
"63",63,63,"Greece",3.24216754527488,0.834270968794259,2847.99554206464
"64",64,64,"Cyprus",3.35480588899785,0.63550743494666,3738.74461468641
"65",65,65,"Albania",3.23931463815352,0.839394463713698,2830.61195029565
"66",66,66,"Algeria",3.22432984844113,0.866379745020502,2742.44638526698
"67",67,67,"French Southern Ocean Territories",3.42827136312632,0.50943315826066,4664.00736087202
"68",68,68,"British Southern Ocean Territories",3.43190846349953,0.503261912990017,4721.19971464467
"69",69,69,"Sierra Leone",3.48572452921637,0.412706134256009,5757.12305387282
"70",70,70,"Liberia",3.47034026294692,0.438449590749791,5419.09503424741
"71",71,71,"Togo",3.45042895023652,0.471938399910543,5034.5553581789
"72",72,72,"Benin",3.46834724070161,0.441792986681832,5378.08446857744
"73",73,73,"Republic of the Congo",3.46855710674425,0.441440835258845,5382.37473795735
"74",74,74,"Namibia",3.23590872214744,0.8455170117342,2810.11495573188
"75",75,75,"South Africa",3.24242224287513,0.833813780264947,2849.55712682635
"76",76,76,"Sao Tome and Principe",3.44579781684928,0.479755196334382,4952.52582599223
"77",77,77,"Equatorial Guinea",3.48541247382546,0.413227186238065,5749.86370483175
"78",78,78,"Ghana",3.44146316872278,0.487081085531857,4878.03790903845
"79",79,79,"Clipperton Island",3.44880714441279,0.474674618801584,5005.53411934835
"80",80,80,"Bahamas",3.48854646007355,0.407996354980072,5823.58143889803
"81",81,81,"Cuba",3.45428581378831,0.465436480867347,5104.88562386062
"82",82,82,"Haiti",3.48168397663167,0.419456425604489,5664.47395954392
"83",83,83,"Dominican Republic",3.49168706446596,0.402759189566346,5899.30673601329
"84",84,84,"USA Caribbean Territories",3.4964791139194,0.394777200735894,6018.58464868528
"85",85,85,"British Caribbean Territories",3.48235725360571,0.418331081319015,5679.71185049979
"86",86,86,"Saint Kitts and Nevis",3.45278039256229,0.467973462970145,5077.21097029722
"87",87,87,"Antigua and Barbuda",3.452706941606,0.468097273077944,5075.86806557697
"88",88,88,"Saint Lucia",3.45621081122461,0.462194026387738,5140.69820107704
"89",89,89,"Dominica",3.44948446404051,0.47353172706266,5017.6152181786
"90",90,90,"Barbados",3.44136123925266,0.48725346520653,4876.31216535914
"91",91,91,"Grenada",3.47362488293068,0.432943661693515,5488.0119752902
"92",92,92,"Trinidad and Tobago",3.49250350046437,0.401398500023809,5919.30463083212
"93",93,93,"Saint Vincent and the Grenadines",3.4738217271933,0.432613861790603,5492.19571967865
"94",94,94,"Netherlands Caribbean Territories",3.42568593920973,0.513823955356267,4624.15186219289
"95",95,95,"Panama",3.47775824043364,0.426022407872395,5577.17142594921
"96",96,96,"Costa Rica",3.4912319733258,0.403517792215223,5888.21619724942
"97",97,97,"Nicaragua",3.48589980025381,0.412413497306596,5761.20814550751
"98",98,98,"Colombia",3.45894749035504,0.457587487339463,5192.44967517513
"99",99,99,"Honduras",3.4950105788124,0.397222137315667,5981.53974009718
"100",100,100,"El Salvador",3.43187723319583,0.503314875123616,4720.70291865792
"101",101,101,"Mexico",3.45082160467352,0.47127612897642,5041.63027556798
"102",102,102,"Guatemala",3.41666778357519,0.529165370989078,4490.08973425255
"103",103,103,"Ecuador",3.35037192567098,0.643204671630644,3694.0030208058
"104",104,104,"Peru",3.24464865299285,0.829818847081111,2863.27553098798
"105",105,105,"Venezuela",3.46142984267479,0.45341219734433,5240.26484932786
"106",106,106,"French Caribbean Territories",3.45301176452665,0.467583475897714,5081.44560805601
"107",107,107,"Iceland",3.18938686263117,0.929797011098798,2555.39647002321
"108",108,108,"British Pacific Territories (Pitcairn)",3.38005159848974,0.591874524314042,4014.36436676116
"109",109,109,"French Polynesia",3.47082106068029,0.437643315637537,5429.07869285919
"110",110,110,"Jarvis Island",3.44562151413497,0.480052981666611,4949.45368686428
"111",111,111,"USA Pacific Inhabited Territories",3.50792922960825,0.375749260216111,6323.36574297831
"112",112,112,"Samoa",3.50828531426164,0.375158510696822,6333.32293484906
"113",113,113,"Tonga",3.39434144927987,0.567321164518169,4188.10393230783
"114",114,114,"USA Pacific Uninhabited Territories",3.42792161966158,0.510026930043825,4658.57753784852
"115",115,115,"New Zealand",3.25543768497631,0.810498419460986,2931.52946748513
"116",116,116,"United States",3.34614597202589,0.650550296283672,3652.29254920506
"117",117,117,"Belize",3.46028679395839,0.455334420959989,5218.14273340162
"118",118,118,"Jamaica",3.49909417371582,0.390425978013093,6085.66062148744
"119",119,119,"Guyana",3.48574402119151,0.412673589234973,5757.57708266405
"120",120,120,"Suriname",3.45911443894558,0.457306587628804,5195.63912761432
"121",121,121,"French Guiana",3.48153410677429,0.419706954184704,5661.092760818
"122",122,122,"Brazil",3.40517421537062,0.548776681322889,4329.63003142258
"123",123,123,"Argentina",3.33265227850554,0.674067522047493,3524.86942670499
"124",124,124,"Uruguay",3.25243401247816,0.81587079801829,2912.22581537565
"125",125,125,"Finland",2.39139795264316,2.60566938600767,911.857817710495
"126",126,126,"Denmark",3.12325167638108,1.05174946091992,2259.0931474515
"127",127,127,"Germany",3.21504373926562,0.883165599150425,2690.32217999165
"128",128,128,"Netherlands",3.39105491062885,0.572959053723207,4146.89319343199
"129",129,129,"Poland",3.05826028852665,1.174134993042,2023.61739840847
"130",130,130,"France",3.26956843954938,0.785290436934989,3025.63215881451
"131",131,131,"United Kingdom",3.31062014055061,0.712671241699778,3333.93556660579
"132",132,132,"Ireland",3.26792040400919,0.788224764557294,3014.36862534315
"133",133,133,"Spain",3.24493762500519,0.829300534498187,2865.06507732776
"134",134,134,"Portugal",3.23937126763212,0.839292719758133,2830.95509357536
"135",135,135,"Italy",3.23942683829531,0.839192879863607,2831.29189607301
"136",136,136,"Monaco",3.43458872119575,0.498718373492464,4764.21188046705
"137",137,137,"Serbia and Montenegro",3.23714155145881,0.843300107376703,2817.50230933937
"138",138,138,"Croatia",3.25359542755405,0.813792899085988,2919.66175014381
"139",139,139,"Slovenia",3.35173354027785,0.640839863389032,3707.63452110284
"140",140,140,"Lithuania",2.78492514968103,1.7190337987319,1382.17177681598
"141",141,141,"Qatar",3.52046820123056,0.354982963778276,6693.27895263182
"142",142,142,"Iran",3.43206765103982,0.502991961151841,4723.73354548055
"143",143,143,"Iraq",3.36081339039219,0.625094793614027,3801.02349959276
"144",144,144,"Guinea-Bissau",3.49783104664421,0.392527300924259,6053.08215353527
"145",145,145,"Guinea",3.50001316534852,0.388897631304307,6109.57693938952
"146",146,146,"Ivory Coast",3.43512504777844,0.497809625086759,4772.90891992277
"147",147,147,"Nigeria",3.4811960094357,0.420272171126709,5653.47925281413
"148",148,148,"Cameroon",3.49028833731894,0.405091077502382,5865.34765132177
"149",149,149,"Gabon",3.46337989182137,0.450134335058364,5278.42427237178
"150",150,150,"Democratic Republic of the Congo",3.46241934226258,0.451748704253616,5259.56129509138
"151",151,151,"Angola",3.41350326874346,0.534558347972355,4444.79074924647
"152",152,152,"Tanzania",3.49291512697127,0.400712595169513,5929.43677998163
"153",153,153,"India",3.48414391185052,0.415345837804141,5720.53403149887
"154",154,154,"Bangladesh",3.49249475237266,0.401413078092955,5919.08966017742
"155",155,155,"Myanmar",3.45356022785988,0.466659122510933,5091.51088103787
"156",156,156,"Malaysia",3.43222786836256,0.502720275640668,4726.28639648962
"157",157,157,"Vietnam",3.47881471603812,0.424254673068543,5600.40973223678
"158",158,158,"Singapore",3.4782645814892,0.425175111932169,5588.2857046888
"159",159,159,"China",3.47204772253082,0.435586767467814,5454.7111562005
"160",160,160,"Japan",3.33462446878721,0.670624392803231,3542.9668611788
"161",161,161,"Kiribati",3.47739098271728,0.42663704311389,5569.1366662827
"162",162,162,"Antarctica",3.11964905178625,1.05846661961981,2244.75666587713
"163",163,163,"Egypt",3.38838450898028,0.577544016413048,4113.97215186579
"164",164,164,"Jordan",3.44636314065555,0.478800434952528,4962.40150708212
"165",165,165,"Indonesia",3.46321160489099,0.450417137916152,5275.1101145763
"166",166,166,"Canada",3.11548203999092,1.06624577033934,2228.37929687057
"167",167,167,"Saint Pierre and Miquelon",3.22799370915307,0.859770134871535,2763.52934770759
"168",168,168,"Sweden",2.83064126058648,1.62427091136932,1462.8101650832
"169",169,169,"Norway",3.01791103397657,1.25143239001433,1898.62434355946
"170",170,170,"Chile",3.32834142262792,0.681600687769079,3485.9119754952
"171",171,171,"East Timor",3.44103007228889,0.487813558826141,4870.71332276522
"172",172,172,"Bosnia and Herzegovina",3.38210553362907,0.588338994853558,4038.48804988934
"173",173,173,"Deleted",3.37601609328306,0.598827279723736,3967.75511145075
"174",174,174,"Disputed",3.44392216312159,0.482924063863563,4920.02817376952
"175",175,175,"Arctic",3.24430342674117,0.830438120197012,2861.14033329337
"176",176,176,"Atlantic",3.18094883121764,0.945215153535234,2513.71340283049
"177",177,177,"Atlantic",3.38213266896739,0.588292299966628,4038.80859928777
"178",178,178,"Atlantic",3.38223293540334,0.588119763267282,4039.99346459674
"179",179,179,"Indian",3.50813170975935,0.375413335403054,6329.02397419916
"180",180,180,"Pacific",3.35479841109363,0.635520407813795,3738.66829575701
"181",181,181,"Pacific",3.50408769812251,0.382126231553815,6217.84060816403
"182",182,182,"Pacific",3.27080615373821,0.783087658925187,3034.14307826168
"183",183,183,"Atlantic",NA,NA,NA
"184",184,184,"Indian",2.61020413208302,2.0961265385506,1133.51935405719
"185",185,185,"Pacific",NA,NA,NA
"186",186,186,"Unclaimed",NA,NA,NA
