rgn_id,fao_id,scientificname,stockid,stocklong,commonname
218,21,Squalus acanthias,NA,NA,NA
219,21,Squalus acanthias,NA,NA,NA
261,21,Squalus acanthias,NA,NA,NA
55,27,Squalus acanthias,NA,NA,NA
69,27,Squalus acanthias,NA,NA,NA
70,27,Squalus acanthias,NA,NA,NA
73,27,Squalus acanthias,NA,NA,NA
141,27,Squalus acanthias,NA,NA,NA
143,27,Squalus acanthias,NA,NA,NA
144,27,Squalus acanthias,NA,NA,NA
145,27,Squalus acanthias,NA,NA,NA
174,27,Squalus acanthias,NA,NA,NA
175,27,Squalus acanthias,NA,NA,NA
176,27,Squalus acanthias,NA,NA,NA
177,27,Squalus acanthias,NA,NA,NA
178,27,Squalus acanthias,NA,NA,NA
179,27,Squalus acanthias,NA,NA,NA
180,27,Squalus acanthias,NA,NA,NA
181,27,Squalus acanthias,NA,NA,NA
182,27,Squalus acanthias,NA,NA,NA
183,27,Squalus acanthias,NA,NA,NA
189,27,Squalus acanthias,NA,NA,NA
222,27,Squalus acanthias,NA,NA,NA
223,27,Squalus acanthias,NA,NA,NA
227,27,Squalus acanthias,NA,NA,NA
228,27,Squalus acanthias,NA,NA,NA
262,27,Squalus acanthias,NA,NA,NA
110,31,Squalus acanthias,NA,NA,NA
115,31,Squalus acanthias,NA,NA,NA
116,31,Squalus acanthias,NA,NA,NA
117,31,Squalus acanthias,NA,NA,NA
118,31,Squalus acanthias,NA,NA,NA
135,31,Squalus acanthias,NA,NA,NA
163,31,Squalus acanthias,NA,NA,NA
221,31,Squalus acanthias,NA,NA,NA
248,31,Squalus acanthias,NA,NA,NA
60,37,Squalus acanthias,NA,NA,NA
61,37,Squalus acanthias,NA,NA,NA
62,37,Squalus acanthias,NA,NA,NA
67,37,Squalus acanthias,NA,NA,NA
68,37,Squalus acanthias,NA,NA,NA
71,37,Squalus acanthias,NA,NA,NA
72,37,Squalus acanthias,NA,NA,NA
73,37,Squalus acanthias,NA,NA,NA
74,37,Squalus acanthias,NA,NA,NA
75,37,Squalus acanthias,NA,NA,NA
76,37,Squalus acanthias,NA,NA,NA
77,37,Squalus acanthias,NA,NA,NA
78,37,Squalus acanthias,NA,NA,NA
79,37,Squalus acanthias,NA,NA,NA
80,37,Squalus acanthias,NA,NA,NA
81,37,Squalus acanthias,NA,NA,NA
82,37,Squalus acanthias,NA,NA,NA
84,37,Squalus acanthias,NA,NA,NA
179,37,Squalus acanthias,NA,NA,NA
182,37,Squalus acanthias,NA,NA,NA
184,37,Squalus acanthias,NA,NA,NA
185,37,Squalus acanthias,NA,NA,NA
186,37,Squalus acanthias,NA,NA,NA
187,37,Squalus acanthias,NA,NA,NA
188,37,Squalus acanthias,NA,NA,NA
214,37,Squalus acanthias,NA,NA,NA
232,37,Squalus acanthias,NA,NA,NA
95,41,Squalus acanthias,NA,NA,NA
171,41,Squalus acanthias,NA,NA,NA
172,41,Squalus acanthias,NA,NA,NA
173,41,Squalus acanthias,NA,NA,NA
224,41,Squalus acanthias,NA,NA,NA
266,41,Squalus acanthias,NA,NA,NA
85,47,Squalus acanthias,NA,NA,NA
86,47,Squalus acanthias,NA,NA,NA
88,47,Squalus acanthias,NA,NA,NA
101,47,Squalus acanthias,NA,NA,NA
102,47,Squalus acanthias,NA,NA,NA
199,47,Squalus acanthias,NA,NA,NA
200,47,Squalus acanthias,NA,NA,NA
267,47,Squalus acanthias,NA,NA,NA
73,67,Squalus acanthias,NA,NA,NA
163,67,Squalus acanthias,NA,NA,NA
218,67,Squalus acanthias,NA,NA,NA
273,67,Squalus acanthias,NA,NA,NA
15,71,Squalus acanthias,NA,NA,NA
206,71,Squalus acanthias,NA,NA,NA
255,71,Squalus acanthias,NA,NA,NA
274,71,Squalus acanthias,NA,NA,NA
131,77,Squalus acanthias,NA,NA,NA
133,77,Squalus acanthias,NA,NA,NA
134,77,Squalus acanthias,NA,NA,NA
135,77,Squalus acanthias,NA,NA,NA
136,77,Squalus acanthias,NA,NA,NA
149,77,Squalus acanthias,NA,NA,NA
150,77,Squalus acanthias,NA,NA,NA
151,77,Squalus acanthias,NA,NA,NA
152,77,Squalus acanthias,NA,NA,NA
154,77,Squalus acanthias,NA,NA,NA
156,77,Squalus acanthias,NA,NA,NA
159,77,Squalus acanthias,NA,NA,NA
163,77,Squalus acanthias,NA,NA,NA
275,77,Squalus acanthias,NA,NA,NA
16,81,Squalus acanthias,NA,NA,NA
155,81,Squalus acanthias,NA,NA,NA
162,81,Squalus acanthias,NA,NA,NA
276,81,Squalus acanthias,NA,NA,NA
138,87,Squalus acanthias,NA,NA,NA
172,87,Squalus acanthias,NA,NA,NA
224,87,Squalus acanthias,NA,NA,NA
277,87,Squalus acanthias,NA,NA,NA
143,NA,Squalus acanthias,NA,NA,NA
163,NA,Squalus acanthias,NA,NA,NA
172,NA,Squalus acanthias,NA,NA,NA
179,NA,Squalus acanthias,NA,NA,NA
218,NA,Squalus acanthias,NA,NA,NA
224,NA,Squalus acanthias,NA,NA,NA
224,87,Strangomera bentincki,CSARDCSCH,Chilean sardine Central-Southern Chile,Chilean sardine
16,57,Strangomera bentincki,NA,NA,NA
20,61,Strangomera bentincki,NA,NA,NA
73,61,Strangomera bentincki,NA,NA,NA
163,61,Strangomera bentincki,NA,NA,NA
209,61,Strangomera bentincki,NA,NA,NA
210,61,Strangomera bentincki,NA,NA,NA
272,61,Strangomera bentincki,NA,NA,NA
163,67,Strangomera bentincki,NA,NA,NA
218,67,Strangomera bentincki,NA,NA,NA
273,67,Strangomera bentincki,NA,NA,NA
206,71,Strangomera bentincki,NA,NA,NA
216,71,Strangomera bentincki,NA,NA,NA
163,77,Strangomera bentincki,NA,NA,NA
172,87,Strangomera bentincki,NA,NA,NA
224,NA,Strangomera bentincki,NA,NA,NA
210,61,Theragra chalcogramma,APOLLNSJ,Walleye pollock Sea of Japan North,Walleye pollock
210,61,Theragra chalcogramma,APOLLPJPN,Walleye pollock Pacific Coast of Japan,Walleye pollock
218,18,Theragra chalcogramma,NA,NA,NA
203,51,Theragra chalcogramma,NA,NA,NA
25,57,Theragra chalcogramma,NA,NA,NA
205,57,Theragra chalcogramma,NA,NA,NA
20,61,Theragra chalcogramma,NA,NA,NA
21,61,Theragra chalcogramma,NA,NA,NA
73,61,Theragra chalcogramma,NA,NA,NA
163,61,Theragra chalcogramma,NA,NA,NA
209,61,Theragra chalcogramma,NA,NA,NA
255,61,Theragra chalcogramma,NA,NA,NA
272,61,Theragra chalcogramma,NA,NA,NA
73,67,Theragra chalcogramma,NA,NA,NA
163,67,Theragra chalcogramma,NA,NA,NA
218,67,Theragra chalcogramma,NA,NA,NA
273,67,Theragra chalcogramma,NA,NA,NA
9,71,Theragra chalcogramma,NA,NA,NA
15,71,Theragra chalcogramma,NA,NA,NA
206,71,Theragra chalcogramma,NA,NA,NA
207,71,Theragra chalcogramma,NA,NA,NA
216,71,Theragra chalcogramma,NA,NA,NA
274,71,Theragra chalcogramma,NA,NA,NA
20,NA,Theragra chalcogramma,NA,NA,NA
21,NA,Theragra chalcogramma,NA,NA,NA
73,NA,Theragra chalcogramma,NA,NA,NA
163,NA,Theragra chalcogramma,NA,NA,NA
209,NA,Theragra chalcogramma,NA,NA,NA
210,NA,Theragra chalcogramma,NA,NA,NA
218,NA,Theragra chalcogramma,NA,NA,NA
20,61,Todarodes pacificus,JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,Japanese flying squid
209,61,Todarodes pacificus,JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,Japanese flying squid
210,61,Todarodes pacificus,JCSQUIDJPNAR,Japanese flying squid Japan Autumn recruitment,Japanese flying squid
20,61,Todarodes pacificus,JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,Japanese flying squid
209,61,Todarodes pacificus,JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,Japanese flying squid
210,61,Todarodes pacificus,JCSQUIDJPNWR,Japanese flying squid Japan Winter recruitment,Japanese flying squid
14,61,Todarodes pacificus,NA,NA,NA
21,61,Todarodes pacificus,NA,NA,NA
73,61,Todarodes pacificus,NA,NA,NA
163,61,Todarodes pacificus,NA,NA,NA
255,61,Todarodes pacificus,NA,NA,NA
272,61,Todarodes pacificus,NA,NA,NA
163,67,Todarodes pacificus,NA,NA,NA
216,71,Todarodes pacificus,NA,NA,NA
163,77,Todarodes pacificus,NA,NA,NA
20,NA,Todarodes pacificus,NA,NA,NA
73,NA,Todarodes pacificus,NA,NA,NA
210,NA,Todarodes pacificus,NA,NA,NA
210,61,Trachurus japonicus,JMACKPJPN,Japanese jack mackerel Pacific Coast of Japan,Japanese jack mackerel
20,61,Trachurus japonicus,JMACKTSST,Japanese jack mackerel Tsushima Strait,Japanese jack mackerel
209,61,Trachurus japonicus,JMACKTSST,Japanese jack mackerel Tsushima Strait,Japanese jack mackerel
210,61,Trachurus japonicus,JMACKTSST,Japanese jack mackerel Tsushima Strait,Japanese jack mackerel
218,18,Trachurus japonicus,NA,NA,NA
163,21,Trachurus japonicus,NA,NA,NA
218,21,Trachurus japonicus,NA,NA,NA
163,31,Trachurus japonicus,NA,NA,NA
14,61,Trachurus japonicus,NA,NA,NA
21,61,Trachurus japonicus,NA,NA,NA
73,61,Trachurus japonicus,NA,NA,NA
207,61,Trachurus japonicus,NA,NA,NA
255,61,Trachurus japonicus,NA,NA,NA
135,77,Trachurus japonicus,NA,NA,NA
210,NA,Trachurus japonicus,NA,NA,NA
