scientificname,rgn_id,fao_id,RAM_area_m2,stockid,stocklong
Bathyraja parmifera,163,61,NA,ALSKABSAI,Alaska skate Bering Sea and Aleutian Islands
Caulolatilus microps,163,31,NA,BLTILESATLC,Blueline tilefish Southern Atlantic coast
Caulolatilus microps,163,21,NA,BLTILESATLC,Blueline tilefish Southern Atlantic coast
Centroberyx gerrardi,16,57,511883712061.639,BIGHTREDSE,Bight redfish Southeast Australia
Centroberyx gerrardi,16,81,9554514305.91965,BIGHTREDSE,Bight redfish Southeast Australia
Chionoecetes bairdi,163,61,27569734262.3003,TANNERCRABBSAI,Tanner crab Bering Sea and Aleutian Islands
Chionoecetes bairdi,163,67,262304650962.545,TANNERCRABBSAI,Tanner crab Bering Sea and Aleutian Islands
Chrysophrys auratus,3,81,144076460.957323,NZSNAPNZ8,New Zealand snapper New Zealand Area 8
Chrysophrys auratus,162,81,44383445709.6014,NZSNAPNZ1BOP-HAGU,New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf
Chrysophrys auratus,162,81,195794753712.275,NZSNAPNZ1ENLD,New Zealand snapper New Zealand SNA 1 east Northland
Chrysophrys auratus,162,81,335149930460.766,NZSNAPNZ7,New Zealand snapper New Zealand SNA 7
Chrysophrys auratus,162,81,382948414516.878,NZSNAPNZ8,New Zealand snapper New Zealand Area 8
Chrysophrys auratus,276,81,28081993.5173357,NZSNAPNZ7,New Zealand snapper New Zealand SNA 7
Chrysophrys auratus,276,81,27959424.7704024,NZSNAPNZ8,New Zealand snapper New Zealand Area 8
Cleisthenes herzensteini,210,61,NA,PHFLOUNSOJ,Pointhead flounder Sea of Japan
Eopsetta grigorjewi,210,61,NA,RSFLOUNSOJ,Round-nose flounder Sea of Japan
Etrumeus teres,20,61,NA,RHERRTSST,Round herring Tsushima Strait
Etrumeus teres,209,61,NA,RHERRTSST,Round herring Tsushima Strait
Etrumeus teres,210,61,NA,RHERRTSST,Round herring Tsushima Strait
Haliotis iris,162,81,3232547954.97899,PAUANPAU5A,Black Foot Paua NZ North PAUA5A
Haliotis iris,162,81,10920769848.1541,PAUAPAU7,New Zealand abalone species New Zealand Area PAU 7
Haliotis iris,162,81,4055324831.89976,PAUASPAU5A,Black Foot Paua NZ South PAUA5A
Haliotis iris,162,81,4679310466.33264,PAUAPAU5B,New Zealand abalone species New Zealand Area PAU 5B
Haliotis iris,162,81,7600357526.81178,PAUAPAU5D,New Zealand abalone species New Zealand Area PAU 5D
Hexagrammos decagrammus,163,67,180770944591.293,KELPGREENLINGORECOAST,Kelp greenling Oregon Coast
Hexagrammos decagrammus,273,67,12419579.7843483,KELPGREENLINGORECOAST,Kelp greenling Oregon Coast
Istiompax indica,1,57,467246138625.77,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,2,57,328011203705.913,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,16,57,2986741527115.48,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,25,57,119029035370.535,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,26,57,660044381730.074,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,28,51,164528267314.594,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,29,51,62931711919.4043,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,30,51,43410343144.1935,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,31,51,1332331184996.45,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,32,51,314873477332.5,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,33,51,62210846311.6645,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,34,51,121567728318.206,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,35,51,125063829024.272,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,36,51,270501471734.591,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,37,51,1272728120063.22,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,38,51,638542318880.624,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,39,51,914973197811.428,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,39,57,1343085811.89735,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,40,57,530775313027.639,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,41,51,571964960924.139,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,42,51,1198440103940.35,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,43,51,111798208577.592,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,44,51,779163694460.279,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,46,51,5298695620.1765,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,47,51,506967181766.526,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,48,51,533678686312.405,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,53,51,221421126988.955,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,54,51,4343757183.95837,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,92,51,318760206829.508,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,92,57,67813595444.5481,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,102,47,373392068756.122,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,102,51,317900646176.128,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,191,51,64395837804.2618,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,202,51,241257331489.437,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,203,51,1007483004038.43,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,203,57,622574453587.766,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,204,57,85408160236.3423,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,205,57,514844401147.24,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,206,57,61958457415.8065,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,206,71,2263.23549348431,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,216,57,1442979342938.38,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,216,71,677530.631266874,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,255,51,51291261274.1523,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,255,57,3244749705.40442,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,267,47,249561578572.075,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,269,47,4.08424056245972,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,269,51,15605551014730.5,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,269,57,32.5087276497925,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,270,51,8.94122427662951,BLKMARLINIO,Black marlin Indian Ocean
Istiompax indica,270,57,15108133824834.3,BLKMARLINIO,Black marlin Indian Ocean
Kajikia audax,1,57,467246138625.77,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,2,57,328011203705.913,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,3,81,431061968629.372,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,5,71,1275668266305.09,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,5,81,93728142960.2898,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,6,71,618924381940.598,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,7,71,1600528363435.79,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,8,71,604365936813.293,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,9,71,2883033339533.17,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,9,71,23425528810.5619,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,10,71,85100155950.9937,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,10,71,126914161095.713,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,11,71,1992341789708.22,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,12,61,158381921385.398,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,12,71,248834853963.71,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,13,61,230287797077.384,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,13,71,740701646162.276,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,14,61,182140342550.472,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,14,71,1577124070.85468,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,15,61,101513154475.014,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,15,71,1497482679222.15,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,16,57,2986741527115.48,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,16,57,88675011234.8925,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,16,71,1633685798178.92,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,16,81,1092855081505.4,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,17,71,172935329140.35,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,17,71,2080587250019.59,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,18,71,1281859875029.12,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,18,81,792649051.667742,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,19,71,752126726419.696,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,20,61,326588713656.805,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,21,61,115783939162.546,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,25,57,119029035370.535,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,26,57,660044381730.074,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,28,51,164528267314.594,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,29,51,62931711919.4043,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,30,51,43410343144.1935,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,31,51,1332331184996.45,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,32,51,314873477332.5,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,33,51,62210846311.6645,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,34,51,121567728318.206,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,35,51,125063829024.272,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,36,51,270501471734.591,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,37,51,1272728120063.22,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,38,51,638542318880.624,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,39,51,914973197811.428,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,39,57,1343085811.89735,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,40,57,530775313027.639,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,41,51,571964960924.139,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,42,51,1198440103940.35,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,43,51,111798208577.592,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,44,51,779163694460.279,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,46,51,5298695620.1765,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,47,51,506967181766.526,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,48,51,533678686312.405,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,53,51,221421126988.955,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,54,51,4343757183.95837,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,73,61,589478946973.973,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,92,51,318760206829.508,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,92,57,67813595444.5481,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,102,47,373392068756.122,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,102,51,317900646176.128,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,107,77,431288247616.568,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,129,77,188739613850.331,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,129,87,133382352.539525,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,130,77,388254012467.35,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,130,87,157003005869.168,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,131,77,61487584528.5791,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,132,77,29225954.2229426,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,132,87,329129479166.589,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,133,77,875930783.654606,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,134,77,93832091470.7166,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,135,77,2444658037182.56,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,136,77,116145906821.375,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,137,87,1072903526961.94,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,138,87,71138626351.4279,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,146,77,13236556621.0809,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,146,81,25853640560.9435,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,147,77,13638078299.479,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,147,77,4078386448626.6,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,147,81,693202805881.808,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,148,77,494298724630.977,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,148,77,982760968340.311,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,149,77,59788738124.4871,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,149,77,64307854065.4203,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,150,77,351169176164.094,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,151,77,404443217102.063,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,152,77,131451698422.652,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,153,77,1954300132022.12,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,153,81,5882793095.26007,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,154,77,316580447203.119,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,155,71,280680246708.295,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,155,77,362297979357.939,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,155,81,22074183487.0747,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,156,71,23964874121.1445,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,156,77,295102470370.561,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,157,71,163098282257.461,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,157,77,435830590793.597,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,158,71,183480746977.66,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,158,71,38024364572.8574,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,158,77,47907427738.3402,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,159,77,442635499347.227,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,161,71,235932415281.555,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,161,77,25409421137.9477,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,162,81,1537897092770.14,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,163,61,499583134655.525,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,163,67,193466030830.009,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,163,77,511464765070.191,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,163,77,1975125663450.78,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,191,51,64395837804.2618,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,202,51,241257331489.437,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,203,51,1007483004038.43,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,203,57,622574453587.766,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,204,57,85408160236.3423,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,205,57,514844401147.24,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,206,57,61958457415.8065,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,206,71,2263.23549348431,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,206,71,20566393769.5307,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,209,61,533967723614.127,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,210,61,3848627546285.78,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,210,71,180332513128.06,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,212,71,367548589238.297,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,212,71,406612725806.625,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,216,57,1442979342938.38,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,216,71,677530.631266874,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,216,71,735508685268.112,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,216,71,81017962512.3753,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,255,51,51291261274.1523,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,255,57,3244749705.40442,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,255,61,437159630318.919,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,255,71,3930650057.07078,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,267,47,249561578572.075,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,269,47,4.08424056245972,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,269,51,15605551014730.5,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,269,57,32.5087276497925,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,270,51,8.94122427662951,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,270,57,15108133824834.3,STMARLINIO,Striped marlin Indian Ocean
Kajikia audax,272,61,9776483706426.11,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,273,61,44.4196799194508,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,273,67,755961945207.241,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,273,67,2620966254117.27,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,274,61,18.774829532536,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,274,71,5443185232725.81,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,274,71,759434821968.414,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,274,81,3.39280639902858,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,275,61,78.4496949569755,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,275,67,99.8913392405267,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,275,67,211.841542415533,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,275,71,127.320875145972,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,275,77,15394387767062.4,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,275,77,12185714443411.2,STMARLINWCNPAC,Striped marlin Western and Central North Pacific
Kajikia audax,275,77,2318452551150.68,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,275,81,32.7617897229291,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,276,71,68765847036.1078,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,276,81,8681541214476.26,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean
Kajikia audax,277,77,166.851404786523,STMARLINNEPAC,Striped marlin Northeast Pacific
Kajikia audax,277,87,3454151891413.05,STMARLINNEPAC,Striped marlin Northeast Pacific
Lepidopsetta polyxystra,163,61,78166767032.092,NRSOLEEBSAI,Northern rock sole Eastern Bering Sea and Aleutian Islands
Lepidopsetta polyxystra,163,67,465099929375.482,NRSOLEEBSAI,Northern rock sole Eastern Bering Sea and Aleutian Islands
Lepidopsetta polyxystra,163,61,NA,NRSOLEGA,Northern rock sole Gulf of Alaska
Lepidorhombus spp,180,27,NA,MEGSPPIVa-VIa,Megrim spp. IVa and VIa
Lepidorhombus spp,181,27,NA,MEGSPPIVa-VIa,Megrim spp. IVa and VIa
Loligo reynaudii,101,47,56409073.7131319,CHSQUIDSA,Cape Hope squid South Africa
Loligo reynaudii,102,47,604767246740.227,CHSQUIDSA,Cape Hope squid South Africa
Loligo reynaudii,267,47,2761094349.54676,CHSQUIDSA,Cape Hope squid South Africa
Merluccius gayi,224,87,NA,SPHAKECH,South Pacific Hake Chile
Neoplatycephalus richardsoni,16,57,211780297815.481,TIGERFLATSE,Tiger flathead Southeast Australia
Neoplatycephalus richardsoni,16,71,420497376.617977,TIGERFLATSE,Tiger flathead Southeast Australia
Neoplatycephalus richardsoni,16,81,41207480970.6327,TIGERFLATSE,Tiger flathead Southeast Australia
Pagrus major,20,61,NA,RBRMECS,Red seabream East China Sea
Pagrus major,209,61,NA,RBRMECS,Red seabream East China Sea
Pagrus major,210,61,NA,RBRMECS,Red seabream East China Sea
Pagrus major,210,61,NA,RBRMSETOE,Red seabream Inland Sea of Japan (East)
Pagrus major,210,61,NA,RBRMSETOW,Red seabream Inland Sea of Japan (West)
Platycephalus conatus,16,57,205557573188.307,DEEPFLATHEADSE,Deepwater flathead Southeast Australia
Sardinella spp,56,34,4087121.10159627,SARDINWA,Sardinella West Africa
Sardinella spp,58,34,347682382.206758,SARDINWA,Sardinella West Africa
Sardinella spp,63,34,221973869242.794,SARDINWA,Sardinella West Africa
Sardinella spp,64,34,154781098869.113,SARDINWA,Sardinella West Africa
Sardinella spp,65,34,22462880413.4292,SARDINWA,Sardinella West Africa
Sardinella spp,66,34,157341364649.116,SARDINWA,Sardinella West Africa
Sardinella spp,193,34,78695530102.753,SARDINWA,Sardinella West Africa
Sardinella spp,194,34,14104645885.2322,SARDINWA,Sardinella West Africa
Sardinella spp,255,34,49739334974.5459,SARDINWA,Sardinella West Africa
Sardinella spp,264,34,914370358.237252,SARDINWA,Sardinella West Africa
Sardinops melanostictus,20,61,NA,PILCHTSST,Japanese sardine Tsushima Strait
Sardinops melanostictus,73,61,NA,PILCHPJPN,Japanese sardine Pacific Coast of Japan
Sardinops melanostictus,209,61,NA,PILCHTSST,Japanese sardine Tsushima Strait
Sardinops melanostictus,210,61,NA,PILCHPJPN,Japanese sardine Pacific Coast of Japan
Sardinops melanostictus,210,61,NA,PILCHTSST,Japanese sardine Tsushima Strait
Scomber colias,172,41,NA,ACMACKSARG,Argentine chub mackerel Southern Argentina
Scorpaena guttata,135,77,0.767144628915503,CALSCORPSCAL,California scorpionfish Southern California
Scorpaena guttata,163,77,91245173617.9348,CALSCORPSCAL,California scorpionfish Southern California
Sebastes aleutianus,163,61,70342948388.937,REYEROCKBSAI,Rougheye rockfish Bering Sea and Aleutian Islands
Sebastes aleutianus,163,67,110136555606.275,REYEROCKBSAI,Rougheye rockfish Bering Sea and Aleutian Islands
Sebastes aleutianus,163,67,196611700839.952,REYEROCKGA,Rougheye rockfish Gulf of Alaska
Sebastes aleutianus,218,67,1016592.60473575,REYEROCKGA,Rougheye rockfish Gulf of Alaska
Sebastes auriculatus,163,67,NA,BRNROCKPCOAST,Brown rockfish Pacific Coast
Sebastes auriculatus,163,77,NA,BRNROCKPCOAST,Brown rockfish Pacific Coast
Sebastes aurora,163,67,NA,AUROCKPCOAST,Aurora rockfish Pacific Coast
Sebastes aurora,163,77,NA,AUROCKPCOAST,Aurora rockfish Pacific Coast
Sebastes caurinus,163,67,NA,CPRROCKPCOAST,Copper rockfish Pacific Coast
Sebastes caurinus,163,77,NA,CPRROCKPCOAST,Copper rockfish Pacific Coast
Sebastes chlorostictus,135,77,0.767144628915503,GRSPROCKSCAL,Greenspotted rockfish Pacific Coast South
